GEOID,checkpoint_year,poverty,income,child_population,income_definition
4027390,2016,11.7,64896.0,1244.0,"median family income, families with own children under 18 (B19125_002E)"
4027450,2016,23.2,47308.0,316.0,"median family income, families with own children under 18 (B19125_002E)"
4027540,2016,24.9,73333.0,377.0,"median family income, families with own children under 18 (B19125_002E)"
4027570,2016,35.6,39185.0,6512.0,"median family income, families with own children under 18 (B19125_002E)"
4027630,2016,22.5,42656.0,317.0,"median family income, families with own children under 18 (B19125_002E)"
4027640,2016,15.2,65000.0,1715.0,"median family income, families with own children under 18 (B19125_002E)"
4027750,2016,23.8,54432.0,3264.0,"median family income, families with own children under 18 (B19125_002E)"
4027840,2016,18.5,51500.0,389.0,"median family income, families with own children under 18 (B19125_002E)"
4027930,2016,25.3,49107.0,671.0,"median family income, families with own children under 18 (B19125_002E)"
4027960,2016,36.3,45625.0,301.0,"median family income, families with own children under 18 (B19125_002E)"
4028170,2016,11.3,64519.0,1552.0,"median family income, families with own children under 18 (B19125_002E)"
4028200,2016,27.0,55313.0,1733.0,"median family income, families with own children under 18 (B19125_002E)"
4028350,2016,29.4,43333.0,244.0,"median family income, families with own children under 18 (B19125_002E)"
4028590,2016,30.4,54286.0,451.0,"median family income, families with own children under 18 (B19125_002E)"
4028650,2016,34.2,39565.0,1482.0,"median family income, families with own children under 18 (B19125_002E)"
4028680,2016,22.6,54028.0,9847.0,"median family income, families with own children under 18 (B19125_002E)"
4028710,2016,47.9,33056.0,2177.0,"median family income, families with own children under 18 (B19125_002E)"
4028800,2016,17.7,64750.0,583.0,"median family income, families with own children under 18 (B19125_002E)"
4028980,2016,29.5,55742.0,1048.0,"median family income, families with own children under 18 (B19125_002E)"
4029010,2016,17.3,44750.0,165.0,"median family income, families with own children under 18 (B19125_002E)"
4029040,2016,13.2,57250.0,538.0,"median family income, families with own children under 18 (B19125_002E)"
4029070,2016,17.8,51477.0,1023.0,"median family income, families with own children under 18 (B19125_002E)"
4029100,2016,18.8,77727.0,236.0,"median family income, families with own children under 18 (B19125_002E)"
4029160,2016,22.6,60134.0,1878.0,"median family income, families with own children under 18 (B19125_002E)"
4029310,2016,13.5,82596.0,274.0,"median family income, families with own children under 18 (B19125_002E)"
4029380,2016,36.8,36346.0,4874.0,"median family income, families with own children under 18 (B19125_002E)"
4029400,2016,31.8,45357.0,537.0,"median family income, families with own children under 18 (B19125_002E)"
4029430,2016,26.4,70682.0,178.0,"median family income, families with own children under 18 (B19125_002E)"
4029610,2016,21.5,48511.0,2536.0,"median family income, families with own children under 18 (B19125_002E)"
4029640,2016,18.5,42639.0,235.0,"median family income, families with own children under 18 (B19125_002E)"
4029820,2016,14.4,34464.0,306.0,"median family income, families with own children under 18 (B19125_002E)"
4029850,2016,18.9,48333.0,349.0,"median family income, families with own children under 18 (B19125_002E)"
4029886,2016,45.3,53500.0,329.0,"median family income, families with own children under 18 (B19125_002E)"
4030030,2016,13.3,61544.0,327.0,"median family income, families with own children under 18 (B19125_002E)"
4030048,2016,27.4,38750.0,584.0,"median family income, families with own children under 18 (B19125_002E)"
4030060,2016,35.1,38478.0,1056.0,"median family income, families with own children under 18 (B19125_002E)"
4030120,2016,26.9,54821.0,1019.0,"median family income, families with own children under 18 (B19125_002E)"
4030197,2016,13.7,59792.0,868.0,"median family income, families with own children under 18 (B19125_002E)"
4030240,2016,37.5,34957.0,68246.0,"median family income, families with own children under 18 (B19125_002E)"
4030270,2016,33.5,55938.0,322.0,"median family income, families with own children under 18 (B19125_002E)"
4030300,2016,4.8,73828.0,531.0,"median family income, families with own children under 18 (B19125_002E)"
4030330,2016,19.4,58889.0,403.0,"median family income, families with own children under 18 (B19125_002E)"
4030360,2016,19.1,49583.0,362.0,"median family income, families with own children under 18 (B19125_002E)"
4030420,2016,9.3,89500.0,2288.0,"median family income, families with own children under 18 (B19125_002E)"
4030480,2016,17.4,58333.0,367.0,"median family income, families with own children under 18 (B19125_002E)"
4030600,2016,20.3,56725.0,22031.0,"median family income, families with own children under 18 (B19125_002E)"
4030630,2016,4.8,61688.0,277.0,"median family income, families with own children under 18 (B19125_002E)"
4030870,2016,23.6,43125.0,1105.0,"median family income, families with own children under 18 (B19125_002E)"
4030960,2016,13.7,64276.0,1010.0,"median family income, families with own children under 18 (B19125_002E)"
4030990,2016,29.2,47344.0,405.0,"median family income, families with own children under 18 (B19125_002E)"
4031020,2016,21.6,60417.0,487.0,"median family income, families with own children under 18 (B19125_002E)"
4031080,2016,13.9,58375.0,367.0,"median family income, families with own children under 18 (B19125_002E)"
4031140,2016,50.2,26806.0,971.0,"median family income, families with own children under 18 (B19125_002E)"
4031170,2016,21.3,37500.0,346.0,"median family income, families with own children under 18 (B19125_002E)"
4031290,2016,26.4,37699.0,1986.0,"median family income, families with own children under 18 (B19125_002E)"
4031350,2016,30.9,39449.0,3104.0,"median family income, families with own children under 18 (B19125_002E)"
4031470,2016,24.4,61161.0,930.0,"median family income, families with own children under 18 (B19125_002E)"
4031500,2016,23.2,61667.0,417.0,"median family income, families with own children under 18 (B19125_002E)"
4031590,2016,25.9,40625.0,290.0,"median family income, families with own children under 18 (B19125_002E)"
4031650,2016,30.6,49464.0,793.0,"median family income, families with own children under 18 (B19125_002E)"
4031710,2016,2.3,80741.0,1045.0,"median family income, families with own children under 18 (B19125_002E)"
4031770,2016,20.5,62121.0,792.0,"median family income, families with own children under 18 (B19125_002E)"
4031860,2016,34.6,41250.0,422.0,"median family income, families with own children under 18 (B19125_002E)"
4031950,2016,21.0,65625.0,543.0,"median family income, families with own children under 18 (B19125_002E)"
4031980,2016,31.4,33352.0,564.0,"median family income, families with own children under 18 (B19125_002E)"
4032010,2016,16.5,53462.0,723.0,"median family income, families with own children under 18 (B19125_002E)"
4032040,2016,22.0,77125.0,454.0,"median family income, families with own children under 18 (B19125_002E)"
4032070,2016,13.7,57527.0,3023.0,"median family income, families with own children under 18 (B19125_002E)"
4032130,2016,44.0,33438.0,434.0,"median family income, families with own children under 18 (B19125_002E)"
4032190,2016,15.9,47171.0,599.0,"median family income, families with own children under 18 (B19125_002E)"
4032220,2016,30.0,49205.0,552.0,"median family income, families with own children under 18 (B19125_002E)"
4032280,2016,20.7,53750.0,841.0,"median family income, families with own children under 18 (B19125_002E)"
4032370,2016,33.0,35505.0,4435.0,"median family income, families with own children under 18 (B19125_002E)"
4032400,2016,43.7,33889.0,1485.0,"median family income, families with own children under 18 (B19125_002E)"
4032430,2016,28.3,42188.0,584.0,"median family income, families with own children under 18 (B19125_002E)"
4032460,2016,51.2,27332.0,1053.0,"median family income, families with own children under 18 (B19125_002E)"
4032730,2016,17.7,41250.0,209.0,"median family income, families with own children under 18 (B19125_002E)"
4032790,2016,29.4,40489.0,1151.0,"median family income, families with own children under 18 (B19125_002E)"
4032880,2016,9.0,69375.0,212.0,"median family income, families with own children under 18 (B19125_002E)"
4032940,2016,16.8,57083.0,685.0,"median family income, families with own children under 18 (B19125_002E)"
4032970,2016,22.7,55682.0,485.0,"median family income, families with own children under 18 (B19125_002E)"
4033180,2016,17.2,66364.0,3869.0,"median family income, families with own children under 18 (B19125_002E)"
4033210,2016,30.3,47917.0,360.0,"median family income, families with own children under 18 (B19125_002E)"
4033240,2016,25.2,41908.0,987.0,"median family income, families with own children under 18 (B19125_002E)"
4033300,2016,19.6,41596.0,1156.0,"median family income, families with own children under 18 (B19125_002E)"
4033330,2016,18.3,55833.0,167.0,"median family income, families with own children under 18 (B19125_002E)"
4033360,2016,17.5,57885.0,590.0,"median family income, families with own children under 18 (B19125_002E)"
4033390,2016,8.3,59583.0,108.0,"median family income, families with own children under 18 (B19125_002E)"
4033480,2016,8.3,75023.0,11156.0,"median family income, families with own children under 18 (B19125_002E)"
4033601,2016,15.4,65341.0,791.0,"median family income, families with own children under 18 (B19125_002E)"
4033602,2016,24.3,45714.0,395.0,"median family income, families with own children under 18 (B19125_002E)"
4033603,2016,14.0,68375.0,500.0,"median family income, families with own children under 18 (B19125_002E)"
4103600,2016,19.2,41125.0,167.0,"median family income, families with own children under 18 (B19125_002E)"
4104170,2016,68.3,28125.0,63.0,"median family income, families with own children under 18 (B19125_002E)"
4104290,2016,0.0,,7.0,"median family income, families with own children under 18 (B19125_002E)"
4104380,2016,0.0,,17.0,"median family income, families with own children under 18 (B19125_002E)"
4105020,2016,0.0,74375.0,32.0,"median family income, families with own children under 18 (B19125_002E)"
4105310,2016,37.9,36250.0,29.0,"median family income, families with own children under 18 (B19125_002E)"
4106960,2016,43.8,,16.0,"median family income, families with own children under 18 (B19125_002E)"
4109690,2016,47.1,,17.0,"median family income, families with own children under 18 (B19125_002E)"
4111910,2016,32.6,49167.0,43.0,"median family income, families with own children under 18 (B19125_002E)"
4103630,2016,28.8,41818.0,375.0,"median family income, families with own children under 18 (B19125_002E)"
4100003,2016,29.8,35875.0,247.0,"median family income, families with own children under 18 (B19125_002E)"
4100014,2016,26.3,53750.0,1130.0,"median family income, families with own children under 18 (B19125_002E)"
4100015,2016,20.2,59539.0,2147.0,"median family income, families with own children under 18 (B19125_002E)"
4100016,2016,3.5,74496.0,1562.0,"median family income, families with own children under 18 (B19125_002E)"
4100019,2016,22.7,66101.0,1492.0,"median family income, families with own children under 18 (B19125_002E)"
4100020,2016,23.6,61370.0,4228.0,"median family income, families with own children under 18 (B19125_002E)"
4100021,2016,32.3,43906.0,214.0,"median family income, families with own children under 18 (B19125_002E)"
4100023,2016,18.4,73591.0,33659.0,"median family income, families with own children under 18 (B19125_002E)"
4100040,2016,11.8,79375.0,806.0,"median family income, families with own children under 18 (B19125_002E)"
4100047,2016,3.4,77632.0,147.0,"median family income, families with own children under 18 (B19125_002E)"
4100048,2016,15.9,51893.0,4972.0,"median family income, families with own children under 18 (B19125_002E)"
4100640,2016,21.7,44716.0,797.0,"median family income, families with own children under 18 (B19125_002E)"
4100990,2016,0.0,45000.0,42.0,"median family income, families with own children under 18 (B19125_002E)"
4101020,2016,20.1,44375.0,343.0,"median family income, families with own children under 18 (B19125_002E)"
4101120,2016,23.9,52217.0,15479.0,"median family income, families with own children under 18 (B19125_002E)"
4101200,2016,21.9,60313.0,251.0,"median family income, families with own children under 18 (B19125_002E)"
4101230,2016,18.5,61289.0,1127.0,"median family income, families with own children under 18 (B19125_002E)"
4101350,2016,21.3,39792.0,84.0,"median family income, families with own children under 18 (B19125_002E)"
4101470,2016,9.5,49286.0,200.0,"median family income, families with own children under 18 (B19125_002E)"
4101500,2016,8.0,,25.0,"median family income, families with own children under 18 (B19125_002E)"
4101560,2016,22.3,50369.0,4113.0,"median family income, families with own children under 18 (B19125_002E)"
4101590,2016,25.0,,16.0,"median family income, families with own children under 18 (B19125_002E)"
4101620,2016,18.1,57869.0,2595.0,"median family income, families with own children under 18 (B19125_002E)"
4101660,2016,25.2,57981.0,646.0,"median family income, families with own children under 18 (B19125_002E)"
4101710,2016,22.1,48887.0,2778.0,"median family income, families with own children under 18 (B19125_002E)"
4101740,2016,18.3,53750.0,82.0,"median family income, families with own children under 18 (B19125_002E)"
4101800,2016,28.2,41103.0,1264.0,"median family income, families with own children under 18 (B19125_002E)"
4101830,2016,3.4,94135.0,1521.0,"median family income, families with own children under 18 (B19125_002E)"
4101920,2016,14.3,87467.0,65326.0,"median family income, families with own children under 18 (B19125_002E)"
4101980,2016,15.1,63129.0,24748.0,"median family income, families with own children under 18 (B19125_002E)"
4102040,2016,21.7,53713.0,9712.0,"median family income, families with own children under 18 (B19125_002E)"
4102160,2016,45.3,34531.0,128.0,"median family income, families with own children under 18 (B19125_002E)"
4102190,2016,47.1,,34.0,"median family income, families with own children under 18 (B19125_002E)"
4102310,2016,11.4,46431.0,2089.0,"median family income, families with own children under 18 (B19125_002E)"
4102490,2016,26.0,45709.0,1138.0,"median family income, families with own children under 18 (B19125_002E)"
4102580,2016,30.7,57500.0,181.0,"median family income, families with own children under 18 (B19125_002E)"
4102610,2016,41.3,56667.0,171.0,"median family income, families with own children under 18 (B19125_002E)"
4102640,2016,11.8,76853.0,7186.0,"median family income, families with own children under 18 (B19125_002E)"
4102780,2016,17.6,63547.0,3042.0,"median family income, families with own children under 18 (B19125_002E)"
4102800,2016,33.1,52149.0,10262.0,"median family income, families with own children under 18 (B19125_002E)"
4102840,2016,23.0,51586.0,4835.0,"median family income, families with own children under 18 (B19125_002E)"
4102910,2016,8.2,64432.0,1161.0,"median family income, families with own children under 18 (B19125_002E)"
4102940,2016,18.3,55164.0,7116.0,"median family income, families with own children under 18 (B19125_002E)"
4103260,2016,19.7,46948.0,1071.0,"median family income, families with own children under 18 (B19125_002E)"
4103265,2016,17.1,56477.0,1338.0,"median family income, families with own children under 18 (B19125_002E)"
4103270,2016,2.2,87652.0,784.0,"median family income, families with own children under 18 (B19125_002E)"
4103330,2016,0.0,46607.0,256.0,"median family income, families with own children under 18 (B19125_002E)"
4103390,2016,13.8,32792.0,1025.0,"median family income, families with own children under 18 (B19125_002E)"
4103420,2016,4.0,92411.0,768.0,"median family income, families with own children under 18 (B19125_002E)"
4103480,2016,15.1,71881.0,9730.0,"median family income, families with own children under 18 (B19125_002E)"
4103540,2016,14.5,68750.0,536.0,"median family income, families with own children under 18 (B19125_002E)"
4103660,2016,32.1,46250.0,5297.0,"median family income, families with own children under 18 (B19125_002E)"
4103690,2016,7.6,59351.0,1857.0,"median family income, families with own children under 18 (B19125_002E)"
4103720,2016,25.2,46607.0,4186.0,"median family income, families with own children under 18 (B19125_002E)"
4103780,2016,21.6,65208.0,490.0,"median family income, families with own children under 18 (B19125_002E)"
4103840,2016,22.0,49438.0,870.0,"median family income, families with own children under 18 (B19125_002E)"
4103860,2016,18.5,57067.0,4561.0,"median family income, families with own children under 18 (B19125_002E)"
4103940,2016,33.3,43082.0,16431.0,"median family income, families with own children under 18 (B19125_002E)"
4103960,2016,9.2,79167.0,131.0,"median family income, families with own children under 18 (B19125_002E)"
4103990,2016,15.8,54712.0,1641.0,"median family income, families with own children under 18 (B19125_002E)"
4104020,2016,23.3,51750.0,74.0,"median family income, families with own children under 18 (B19125_002E)"
4104350,2016,29.5,42740.0,349.0,"median family income, families with own children under 18 (B19125_002E)"
4104410,2016,19.0,65694.0,345.0,"median family income, families with own children under 18 (B19125_002E)"
4104500,2016,22.1,48931.0,6377.0,"median family income, families with own children under 18 (B19125_002E)"
4104530,2016,35.9,37778.0,246.0,"median family income, families with own children under 18 (B19125_002E)"
4104590,2016,22.2,47868.0,432.0,"median family income, families with own children under 18 (B19125_002E)"
4104620,2016,20.8,59583.0,312.0,"median family income, families with own children under 18 (B19125_002E)"
4104700,2016,13.7,76701.0,2994.0,"median family income, families with own children under 18 (B19125_002E)"
4104740,2016,18.8,56768.0,25923.0,"median family income, families with own children under 18 (B19125_002E)"
4104950,2016,20.1,47083.0,2481.0,"median family income, families with own children under 18 (B19125_002E)"
4105080,2016,18.1,53864.0,575.0,"median family income, families with own children under 18 (B19125_002E)"
4105100,2016,41.4,29578.0,1827.0,"median family income, families with own children under 18 (B19125_002E)"
4105160,2016,15.6,58567.0,9710.0,"median family income, families with own children under 18 (B19125_002E)"
4105250,2016,45.3,63214.0,64.0,"median family income, families with own children under 18 (B19125_002E)"
4105430,2016,15.1,64167.0,449.0,"median family income, families with own children under 18 (B19125_002E)"
4105610,2016,16.8,66314.0,2483.0,"median family income, families with own children under 18 (B19125_002E)"
4105640,2016,11.2,72917.0,333.0,"median family income, families with own children under 18 (B19125_002E)"
4105670,2016,37.3,41723.0,1075.0,"median family income, families with own children under 18 (B19125_002E)"
4105760,2016,9.3,72906.0,1010.0,"median family income, families with own children under 18 (B19125_002E)"
4105910,2016,26.9,39583.0,8883.0,"median family income, families with own children under 18 (B19125_002E)"
4106000,2016,20.9,64267.0,19007.0,"median family income, families with own children under 18 (B19125_002E)"
4106120,2016,34.9,32083.0,63.0,"median family income, families with own children under 18 (B19125_002E)"
4106270,2016,0.0,55000.0,131.0,"median family income, families with own children under 18 (B19125_002E)"
4106300,2016,25.1,52371.0,8101.0,"median family income, families with own children under 18 (B19125_002E)"
4106510,2016,20.1,57978.0,5641.0,"median family income, families with own children under 18 (B19125_002E)"
4106600,2016,5.7,56250.0,53.0,"median family income, families with own children under 18 (B19125_002E)"
4106630,2016,4.2,80417.0,287.0,"median family income, families with own children under 18 (B19125_002E)"
4106710,2016,21.6,61324.0,2002.0,"median family income, families with own children under 18 (B19125_002E)"
4106740,2016,30.3,42877.0,4543.0,"median family income, families with own children under 18 (B19125_002E)"
4106750,2016,31.7,41528.0,161.0,"median family income, families with own children under 18 (B19125_002E)"
4106780,2016,19.4,41667.0,925.0,"median family income, families with own children under 18 (B19125_002E)"
4106820,2016,7.7,53958.0,104.0,"median family income, families with own children under 18 (B19125_002E)"
4106870,2016,22.5,28047.0,306.0,"median family income, families with own children under 18 (B19125_002E)"
4106900,2016,28.4,44087.0,7789.0,"median family income, families with own children under 18 (B19125_002E)"
4106930,2016,15.4,57560.0,2885.0,"median family income, families with own children under 18 (B19125_002E)"
4107020,2016,20.1,48412.0,9270.0,"median family income, families with own children under 18 (B19125_002E)"
4107080,2016,30.8,35043.0,5024.0,"median family income, families with own children under 18 (B19125_002E)"
4107200,2016,28.0,42294.0,3633.0,"median family income, families with own children under 18 (B19125_002E)"
4107230,2016,8.7,140795.0,9343.0,"median family income, families with own children under 18 (B19125_002E)"
4107280,2016,24.3,39700.0,1053.0,"median family income, families with own children under 18 (B19125_002E)"
4107380,2016,22.3,50791.0,6164.0,"median family income, families with own children under 18 (B19125_002E)"
4107500,2016,29.3,39534.0,8046.0,"median family income, families with own children under 18 (B19125_002E)"
4107530,2016,18.8,75625.0,32.0,"median family income, families with own children under 18 (B19125_002E)"
4107590,2016,4.8,59125.0,505.0,"median family income, families with own children under 18 (B19125_002E)"
4107710,2016,21.6,38750.0,151.0,"median family income, families with own children under 18 (B19125_002E)"
4107740,2016,12.5,,385.0,"median family income, families with own children under 18 (B19125_002E)"
4107880,2016,42.9,,7.0,"median family income, families with own children under 18 (B19125_002E)"
4107980,2016,26.4,46250.0,212.0,"median family income, families with own children under 18 (B19125_002E)"
4108010,2016,27.2,46884.0,10527.0,"median family income, families with own children under 18 (B19125_002E)"
4108040,2016,26.4,46194.0,20376.0,"median family income, families with own children under 18 (B19125_002E)"
4108100,2016,23.5,41563.0,752.0,"median family income, families with own children under 18 (B19125_002E)"
4108160,2016,36.5,45244.0,3044.0,"median family income, families with own children under 18 (B19125_002E)"
4108280,2016,32.7,48333.0,58.0,"median family income, families with own children under 18 (B19125_002E)"
4108310,2016,12.4,71808.0,5341.0,"median family income, families with own children under 18 (B19125_002E)"
4108430,2016,24.6,44348.0,832.0,"median family income, families with own children under 18 (B19125_002E)"
4108460,2016,21.8,49375.0,55.0,"median family income, families with own children under 18 (B19125_002E)"
4108520,2016,23.8,52330.0,3030.0,"median family income, families with own children under 18 (B19125_002E)"
4108550,2016,4.3,58478.0,859.0,"median family income, families with own children under 18 (B19125_002E)"
4108650,2016,16.6,55588.0,1298.0,"median family income, families with own children under 18 (B19125_002E)"
4108700,2016,17.7,38295.0,781.0,"median family income, families with own children under 18 (B19125_002E)"
4108720,2016,21.9,61029.0,7293.0,"median family income, families with own children under 18 (B19125_002E)"
4108820,2016,16.3,55750.0,3061.0,"median family income, families with own children under 18 (B19125_002E)"
4108830,2016,12.2,78125.0,25012.0,"median family income, families with own children under 18 (B19125_002E)"
4108880,2016,12.8,61491.0,2828.0,"median family income, families with own children under 18 (B19125_002E)"
4108940,2016,63.7,29375.0,291.0,"median family income, families with own children under 18 (B19125_002E)"
4109000,2016,24.1,52277.0,1657.0,"median family income, families with own children under 18 (B19125_002E)"
4109120,2016,32.1,42556.0,411.0,"median family income, families with own children under 18 (B19125_002E)"
4109150,2016,47.0,22292.0,638.0,"median family income, families with own children under 18 (B19125_002E)"
4109270,2016,43.5,31532.0,4178.0,"median family income, families with own children under 18 (B19125_002E)"
4109330,2016,11.6,79925.0,13172.0,"median family income, families with own children under 18 (B19125_002E)"
4109430,2016,7.6,55417.0,118.0,"median family income, families with own children under 18 (B19125_002E)"
4109480,2016,25.9,58896.0,4949.0,"median family income, families with own children under 18 (B19125_002E)"
4109510,2016,20.0,55755.0,4946.0,"median family income, families with own children under 18 (B19125_002E)"
4109530,2016,9.3,64531.0,252.0,"median family income, families with own children under 18 (B19125_002E)"
4109600,2016,18.6,64306.0,1741.0,"median family income, families with own children under 18 (B19125_002E)"
4109630,2016,28.2,40333.0,4458.0,"median family income, families with own children under 18 (B19125_002E)"
4109660,2016,17.0,58611.0,398.0,"median family income, families with own children under 18 (B19125_002E)"
4109720,2016,12.2,43750.0,206.0,"median family income, families with own children under 18 (B19125_002E)"
4109750,2016,15.3,,59.0,"median family income, families with own children under 18 (B19125_002E)"
4109870,2016,20.2,79459.0,1333.0,"median family income, families with own children under 18 (B19125_002E)"
4109960,2016,0.0,52083.0,15.0,"median family income, families with own children under 18 (B19125_002E)"
4110020,2016,47.4,26333.0,363.0,"median family income, families with own children under 18 (B19125_002E)"
4110040,2016,15.7,86805.0,83050.0,"median family income, families with own children under 18 (B19125_002E)"
4110080,2016,39.6,,182.0,"median family income, families with own children under 18 (B19125_002E)"
4110110,2016,26.7,41250.0,261.0,"median family income, families with own children under 18 (B19125_002E)"
4110200,2016,12.9,58000.0,178.0,"median family income, families with own children under 18 (B19125_002E)"
4110350,2016,26.5,53293.0,10699.0,"median family income, families with own children under 18 (B19125_002E)"
4110410,2016,27.9,31607.0,998.0,"median family income, families with own children under 18 (B19125_002E)"
4110520,2016,34.3,44953.0,20638.0,"median family income, families with own children under 18 (B19125_002E)"
4110530,2016,47.8,25978.0,525.0,"median family income, families with own children under 18 (B19125_002E)"
4110560,2016,1.4,244375.0,490.0,"median family income, families with own children under 18 (B19125_002E)"
4110680,2016,29.7,50208.0,1245.0,"median family income, families with own children under 18 (B19125_002E)"
4110710,2016,20.8,52222.0,9286.0,"median family income, families with own children under 18 (B19125_002E)"
4110820,2016,24.1,48361.0,62657.0,"median family income, families with own children under 18 (B19125_002E)"
4110920,2016,12.2,68432.0,6755.0,"median family income, families with own children under 18 (B19125_002E)"
4110980,2016,10.6,73345.0,3250.0,"median family income, families with own children under 18 (B19125_002E)"
4111040,2016,12.8,74868.0,974.0,"median family income, families with own children under 18 (B19125_002E)"
4111100,2016,22.4,35532.0,2276.0,"median family income, families with own children under 18 (B19125_002E)"
4111220,2016,21.0,36308.0,1213.0,"median family income, families with own children under 18 (B19125_002E)"
4111250,2016,24.6,64219.0,275.0,"median family income, families with own children under 18 (B19125_002E)"
4111290,2016,4.9,106870.0,9230.0,"median family income, families with own children under 18 (B19125_002E)"
4111400,2016,0.0,56563.0,213.0,"median family income, families with own children under 18 (B19125_002E)"
4111470,2016,10.5,70573.0,4641.0,"median family income, families with own children under 18 (B19125_002E)"
4111490,2016,12.1,53500.0,1422.0,"median family income, families with own children under 18 (B19125_002E)"
4111580,2016,26.2,43219.0,4064.0,"median family income, families with own children under 18 (B19125_002E)"
4111610,2016,40.8,29946.0,2423.0,"median family income, families with own children under 18 (B19125_002E)"
4111640,2016,62.9,23958.0,35.0,"median family income, families with own children under 18 (B19125_002E)"
4111670,2016,26.2,45899.0,16123.0,"median family income, families with own children under 18 (B19125_002E)"
4111720,2016,18.7,57848.0,4893.0,"median family income, families with own children under 18 (B19125_002E)"
4111760,2016,9.7,90625.0,364.0,"median family income, families with own children under 18 (B19125_002E)"
4111790,2016,15.2,43036.0,678.0,"median family income, families with own children under 18 (B19125_002E)"
4111940,2016,28.7,42917.0,2351.0,"median family income, families with own children under 18 (B19125_002E)"
4111970,2016,30.9,41673.0,3637.0,"median family income, families with own children under 18 (B19125_002E)"
4112240,2016,16.6,76765.0,17819.0,"median family income, families with own children under 18 (B19125_002E)"
4112320,2016,20.8,59211.0,2834.0,"median family income, families with own children under 18 (B19125_002E)"
4112540,2016,50.0,,26.0,"median family income, families with own children under 18 (B19125_002E)"
4112600,2016,27.9,47925.0,1651.0,"median family income, families with own children under 18 (B19125_002E)"
4112690,2016,10.3,50761.0,562.0,"median family income, families with own children under 18 (B19125_002E)"
4112930,2016,16.4,54896.0,764.0,"median family income, families with own children under 18 (B19125_002E)"
4112990,2016,29.8,38000.0,372.0,"median family income, families with own children under 18 (B19125_002E)"
4113080,2016,15.0,52372.0,1524.0,"median family income, families with own children under 18 (B19125_002E)"
4113170,2016,7.5,98645.0,11659.0,"median family income, families with own children under 18 (B19125_002E)"
4113350,2016,21.2,53478.0,1347.0,"median family income, families with own children under 18 (B19125_002E)"
4113490,2016,41.5,33913.0,2248.0,"median family income, families with own children under 18 (B19125_002E)"
4113530,2016,43.1,41338.0,8627.0,"median family income, families with own children under 18 (B19125_002E)"
4113650,2016,38.4,49444.0,380.0,"median family income, families with own children under 18 (B19125_002E)"
4200824,2016,6.9,78500.0,3525.0,"median family income, families with own children under 18 (B19125_002E)"
4202010,2016,1.8,100576.0,4966.0,"median family income, families with own children under 18 (B19125_002E)"
4202040,2016,5.4,97143.0,12530.0,"median family income, families with own children under 18 (B19125_002E)"
4202100,2016,36.8,39762.0,5126.0,"median family income, families with own children under 18 (B19125_002E)"
4202130,2016,48.7,20284.0,2004.0,"median family income, families with own children under 18 (B19125_002E)"
4202190,2016,22.2,56513.0,1408.0,"median family income, families with own children under 18 (B19125_002E)"
4202280,2016,40.4,30980.0,31153.0,"median family income, families with own children under 18 (B19125_002E)"
4202310,2016,17.7,58125.0,966.0,"median family income, families with own children under 18 (B19125_002E)"
4202340,2016,29.2,46416.0,12305.0,"median family income, families with own children under 18 (B19125_002E)"
4202400,2016,6.7,155121.0,7889.0,"median family income, families with own children under 18 (B19125_002E)"
4202440,2016,16.6,75449.0,4280.0,"median family income, families with own children under 18 (B19125_002E)"
4202480,2016,25.1,48716.0,1986.0,"median family income, families with own children under 18 (B19125_002E)"
4202490,2016,9.4,68036.0,2159.0,"median family income, families with own children under 18 (B19125_002E)"
4202550,2016,17.8,61163.0,2000.0,"median family income, families with own children under 18 (B19125_002E)"
4202590,2016,23.1,59274.0,8605.0,"median family income, families with own children under 18 (B19125_002E)"
4202670,2016,17.8,71210.0,3448.0,"median family income, families with own children under 18 (B19125_002E)"
4202700,2016,10.9,56250.0,202.0,"median family income, families with own children under 18 (B19125_002E)"
4202760,2016,15.7,85521.0,844.0,"median family income, families with own children under 18 (B19125_002E)"
4202790,2016,6.8,112949.0,8735.0,"median family income, families with own children under 18 (B19125_002E)"
4202820,2016,2.3,124179.0,2571.0,"median family income, families with own children under 18 (B19125_002E)"
4202850,2016,5.6,145566.0,6450.0,"median family income, families with own children under 18 (B19125_002E)"
4202910,2016,17.8,65147.0,2467.0,"median family income, families with own children under 18 (B19125_002E)"
4202970,2016,14.2,77845.0,6930.0,"median family income, families with own children under 18 (B19125_002E)"
4203000,2016,9.9,66667.0,4711.0,"median family income, families with own children under 18 (B19125_002E)"
4203120,2016,6.1,93611.0,2984.0,"median family income, families with own children under 18 (B19125_002E)"
4203180,2016,22.8,63088.0,3017.0,"median family income, families with own children under 18 (B19125_002E)"
4203210,2016,11.6,77705.0,3633.0,"median family income, families with own children under 18 (B19125_002E)"
4203240,2016,8.0,67994.0,5266.0,"median family income, families with own children under 18 (B19125_002E)"
4203300,2016,10.4,70797.0,1743.0,"median family income, families with own children under 18 (B19125_002E)"
4203330,2016,12.0,72892.0,12109.0,"median family income, families with own children under 18 (B19125_002E)"
4203360,2016,21.3,60917.0,1580.0,"median family income, families with own children under 18 (B19125_002E)"
4203390,2016,16.7,58929.0,975.0,"median family income, families with own children under 18 (B19125_002E)"
4203420,2016,25.4,61500.0,1108.0,"median family income, families with own children under 18 (B19125_002E)"
4203450,2016,9.1,79113.0,2848.0,"median family income, families with own children under 18 (B19125_002E)"
