RFP_ID,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
L-202309-93574,1,6,3,24,1,0,1,Theater,2,0,1.62,1558.74,1487,2550,5027.81,1,0,0,0,100.0,0.55
B-202309-48096,1,4,2,16,0,0,1,Classroom,2,0,1.0,548.14,650,384,3535.95,1,0,0,0,0.0,0.4
B-202309-51405,1,1,1,8,0,0,1,Banquet,1,0,1.0,356.53,150,1320,2474.86,2,0,0,0,100.0,0.82
B-202309-85008,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202309-38885,1,1,1,8,0,0,1,Theater,3,1,2.95,499.46,964,0,5926.33,0,0,0,0,100.0,0.82
L-202309-94926,1,4,2,8,0,0,1,Reception,0,0,0.11,382.56,0,5280,9745.55,5,0,0,0,100.0,0.38
B-202309-38241,1,3,3,24,1,0,1,Classroom,3,1,2.33,1152.56,1350,5976,9229.55,4,0,0,0,100.0,0.66
B-202309-84128,1,1,1,8,1,0,1,Theater,1,0,1.0,879.23,150,1800,2566.19,3,0,0,0,100.0,0.37
B-202309-94494,1,1,1,8,1,0,1,Classroom,2,0,2.0,815.91,350,1848,2828.34,4,0,0,0,100.0,0.35
B-202309-86406,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-68487,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-70387,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202309-15539,2,3,2,24,1,0,1,Theater,2,0,2.25,1562.19,281,6330,7374.99,5,1,0,1,0.0,0.53
B-202309-22622,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-28350,1,2,1,8,0,0,1,Banquet,2,0,1.5,595.69,500,855,2649.1,1,0,1,1,0.0,0.47
B-202309-45382,2,8,3,36,1,0,1,Classroom,3,1,1.75,1778.59,2500,5996,11415.49,5,0,0,0,12.5,0.84
B-202309-63101,1,1,1,4,0,0,1,Reception,1,0,1.0,579.72,150,1210,1943.43,1,1,0,1,0.0,0.55
L-202309-73813,1,6,3,24,1,0,1,Theater,1,0,1.38,1363.8,241,8700,10337.2,5,0,0,0,50.0,0.97
B-202309-16086,1,2,1,12,1,0,1,Theater,3,1,2.5,1392.79,1000,2430,4372.04,3,0,0,0,50.0,0.87
B-202310-30174,1,2,2,16,0,0,1,Classroom,2,0,2.0,533.39,700,5346,7992.7,4,0,0,0,100.0,0.82
B-202310-79391,1,2,2,16,1,0,1,Classroom,3,1,2.0,944.74,800,2832,4815.4,3,0,0,0,100.0,0.56
B-202310-29148,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-45561,1,2,1,8,0,0,1,Reception,0,0,0.0,568.35,0,1595,2784.76,1,1,0,1,0.0,0.72
B-202310-22943,1,9,3,48,1,0,1,Classroom,2,0,0.78,1356.92,1200,1424,6133.73,2,0,0,0,33.3,0.82
B-202310-26389,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-56616,1,2,2,16,0,0,1,Banquet,3,1,2.5,400.9,1000,2788,5724.56,5,0,0,0,100.0,0.42
B-202310-66906,2,2,2,16,1,0,1,Classroom,3,1,2.5,2132.31,1000,20368,26450.46,5,0,0,0,100.0,0.56
B-202310-90967,2,2,1,12,1,0,1,Theater,3,1,2.0,1786.94,800,1080,2784.27,3,0,0,0,50.0,0.68
L-202310-26389,1,1,1,12,1,0,1,Classroom,2,0,1.77,2248.85,420,0,2273.19,0,0,0,0,50.0,0.57
B-202310-43902,1,1,1,8,0,0,1,Classroom,3,1,3.0,450.73,650,1575,3202.61,3,0,0,0,100.0,0.53
B-202310-50838,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-83472,1,2,1,8,0,0,1,Banquet,1,0,0.5,405.43,150,1595,3048.16,1,1,0,1,0.0,0.72
L-202310-42778,1,1,1,8,0,1,1,Boardroom,2,0,1.99,299.06,183,1629,2562.27,3,0,0,0,100.0,0.93
B-202310-47247,1,1,1,8,1,0,1,Theater,2,0,2.0,900.43,350,1272,2243.18,2,0,0,0,100.0,0.38
B-202310-61491,2,2,1,8,1,0,1,Theater,2,0,1.5,1503.32,500,940,2140.83,2,0,0,0,0.0,0.6
L-202310-75700,1,1,1,12,0,1,1,Boardroom,2,0,2.38,255.13,298,0,2321.29,0,0,0,0,100.0,0.71
B-202310-47226,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-44053,2,2,2,16,1,0,1,Classroom,3,1,2.0,1502.27,800,3648,5631.81,5,0,0,0,100.0,0.58
L-202310-29400,1,6,3,12,0,1,1,Boardroom,0,0,0.14,306.46,0,0,1786.25,0,0,0,0,0.0,0.71
B-202310-19289,2,5,2,24,1,0,1,Classroom,2,0,1.6,1419.78,1350,3880,7111.49,4,0,0,0,20.0,0.82
B-202310-27088,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202310-84964,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-34967,1,2,2,16,0,0,1,Classroom,3,1,2.5,354.83,1000,2730,5640.34,5,0,0,0,100.0,0.65
B-202310-40603,2,1,1,8,1,0,1,Banquet,2,0,2.0,1820.77,350,1272,2162.19,2,0,0,0,100.0,0.59
B-202310-44517,1,2,1,8,1,0,1,Classroom,1,0,0.5,1156.0,150,0,889.52,0,0,0,0,0.0,0.44
L-202310-80855,1,3,3,24,1,0,1,Classroom,1,0,0.54,1026.61,891,5745,8277.27,5,1,0,0,100.0,0.38
L-202310-93472,1,1,1,4,0,1,1,Boardroom,3,1,2.56,290.5,925,0,1738.01,0,0,0,0,100.0,0.36
B-202310-15144,1,2,2,16,1,0,1,Classroom,2,0,2.0,1334.47,700,960,2812.64,2,0,0,0,100.0,0.34
B-202310-30079,2,3,3,24,1,0,1,Classroom,3,1,2.33,2719.06,1350,23858,32834.37,5,0,0,0,100.0,0.63
B-202310-25517,1,2,2,8,1,0,1,Banquet,1,0,0.5,1123.44,150,1080,1976.47,1,0,1,1,0.0,0.47
B-202310-35312,1,2,2,8,0,0,1,Classroom,1,0,1.0,370.75,300,0,1555.73,0,0,0,0,0.0,0.78
B-202310-62037,2,1,1,8,1,0,1,Banquet,3,1,3.0,1540.74,650,1008,2256.01,3,0,0,0,100.0,0.58
B-202310-64519,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-78714,1,2,2,16,1,0,1,Classroom,3,1,2.5,1293.6,1000,1660,3914.37,3,0,0,0,100.0,0.47
B-202310-50944,1,2,1,12,1,0,1,Theater,2,0,1.5,968.31,500,1988,3405.51,5,0,0,0,50.0,0.72
B-202310-55569,1,2,2,8,1,0,1,Banquet,2,0,1.5,1184.08,500,1080,2231.13,1,0,1,1,0.0,0.36
B-202310-59160,1,2,1,8,0,0,1,Banquet,2,0,2.0,364.05,700,1870,3699.9,1,1,0,1,0.0,0.85
L-202310-20118,2,3,2,16,1,0,1,Theater,0,0,0.22,1753.39,0,0,2272.57,0,0,0,0,50.0,0.68
B-202310-14898,1,2,2,16,1,0,1,Theater,2,0,1.5,803.59,500,3280,4890.26,5,0,0,0,100.0,0.36
B-202310-27705,2,1,1,8,1,0,1,Classroom,1,0,1.0,1390.27,150,1260,2033.42,2,0,0,0,100.0,0.61
B-202310-40266,1,2,2,16,1,0,1,Theater,2,0,1.5,976.31,500,1680,3352.29,4,0,0,0,100.0,0.45
B-202310-63713,1,1,1,8,1,0,1,Classroom,1,0,1.0,1104.66,150,2088,2802.17,4,0,0,0,100.0,0.65
B-202310-83922,1,1,1,4,1,0,1,Classroom,0,0,0.0,1355.04,0,0,335.95,0,0,0,0,0.0,0.49
B-202310-90375,1,1,1,8,1,0,1,Banquet,1,0,1.0,1059.55,150,1500,2212.32,3,0,0,0,100.0,0.43
B-202310-97194,1,2,1,12,1,0,1,Theater,3,1,3.0,1051.06,1300,1980,4212.84,4,0,0,0,50.0,0.71
B-202310-58679,1,2,2,16,0,0,1,Classroom,2,0,2.0,429.94,700,2755,5384.2,4,0,0,0,100.0,0.72
L-202310-34114,1,2,1,12,0,0,1,Banquet,3,1,2.67,466.26,401,908,2105.34,1,0,0,0,100.0,0.8
L-202310-72530,1,5,2,8,0,0,1,Classroom,3,1,2.85,584.1,411,3915,4832.4,3,0,0,0,50.0,0.95
L-202310-78656,2,1,1,8,1,0,1,Classroom,0,0,0.16,1725.31,0,0,914.46,0,0,0,0,100.0,0.72
B-202310-49833,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-59514,1,1,1,4,0,0,1,Classroom,1,0,1.0,577.13,150,0,734.28,0,0,0,0,0.0,0.88
L-202310-36106,1,6,3,36,1,0,1,Classroom,1,0,0.95,1102.18,163,0,1303.74,0,0,0,0,100.0,0.57
B-202310-52034,1,5,2,24,1,0,1,Theater,3,1,2.2,881.6,2150,4072,8094.7,4,0,0,0,20.0,0.91
B-202310-42346,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-95561,1,2,2,16,0,1,1,Boardroom,2,0,2.0,385.16,700,1404,4261.34,5,0,0,0,100.0,0.86
L-202310-47707,1,1,1,8,0,0,1,Banquet,1,0,0.98,588.18,1469,539,2618.96,1,0,0,0,100.0,0.5
B-202310-88263,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202310-51307,1,3,3,24,1,0,1,Classroom,2,0,2.0,2276.69,1050,24805,33812.64,5,0,0,0,100.0,0.5
B-202310-92465,1,2,2,16,1,0,1,Classroom,3,1,2.5,1188.65,1000,3480,5609.82,4,0,0,0,100.0,0.6
B-202310-97993,1,3,3,24,1,0,1,Theater,3,1,2.67,2267.53,1650,26015,35172.38,4,0,0,0,100.0,0.5
B-202311-17217,1,1,1,8,0,0,1,Classroom,2,0,2.0,430.25,350,0,1318.19,0,0,0,0,100.0,0.72
B-202311-53934,2,1,1,4,1,0,1,Classroom,1,0,1.0,2897.08,150,0,1654.56,0,0,0,0,0.0,0.57
B-202311-81943,2,2,2,16,1,0,1,Theater,3,1,2.5,2161.04,1000,13054,18853.59,4,0,0,0,100.0,0.51
B-202311-68903,1,2,1,8,0,0,1,Banquet,1,0,0.5,532.58,150,1350,2713.6,1,0,1,1,0.0,0.75
B-202311-71377,1,1,1,8,1,0,1,Classroom,3,1,3.0,947.9,650,1560,2804.99,3,0,0,0,100.0,0.4
B-202311-33363,2,2,2,16,1,0,1,Classroom,2,0,1.5,1850.77,500,2800,4547.48,5,0,0,0,100.0,0.58
B-202311-45968,1,7,3,36,1,0,1,Classroom,3,1,2.14,993.42,2850,5160,10759.7,5,0,0,0,28.6,0.94
B-202311-70674,1,1,1,8,0,0,1,Classroom,2,0,2.0,360.26,350,2618,4033.89,4,0,0,0,100.0,0.85
B-202311-14085,1,1,1,4,1,0,1,Reception,0,0,0.0,999.12,0,1320,1691.29,1,1,0,1,0.0,0.42
L-202311-78997,1,2,1,4,1,0,1,Theater,3,1,2.72,1164.68,903,1264,3288.99,1,0,0,0,100.0,0.4
B-202311-46261,1,2,2,16,0,0,1,Classroom,3,1,2.0,509.04,800,4290,7251.12,4,0,0,0,100.0,0.82
B-202311-70210,1,2,2,16,1,0,1,Theater,3,1,2.0,1081.82,800,2832,4867.52,3,0,0,0,100.0,0.6
B-202311-73369,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202311-82006,1,2,1,12,1,0,1,Theater,3,1,2.0,1248.17,800,1884,3615.97,3,0,0,0,50.0,0.78
B-202311-50340,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202311-26622,1,2,2,16,1,0,1,Banquet,3,1,2.5,946.32,1000,2600,4796.92,4,0,0,0,100.0,0.5
B-202311-68491,1,6,2,32,1,0,1,Classroom,2,0,1.0,1047.91,1000,2124,5373.09,2,0,0,0,33.3,0.88
B-202311-84569,2,5,2,24,1,0,1,Classroom,3,1,2.0,1442.66,1850,2780,6585.25,5,0,0,0,20.0,0.97
B-202311-96529,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202311-48590,1,1,1,8,0,0,1,Classroom,3,1,3.0,423.2,650,2610,4242.19,4,0,0,0,100.0,0.75
B-202311-75358,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-23513,1,1,1,12,1,0,1,Theater,1,0,1.5,1185.02,1302,3515,5882.97,5,1,0,1,50.0,0.54
B-202311-70374,1,2,1,8,0,0,1,Banquet,1,0,1.0,565.87,300,560,2000.85,1,0,0,0,0.0,0.4
B-202311-89269,2,3,3,24,1,0,1,Classroom,2,0,1.67,1494.43,850,4740,7352.19,4,0,0,0,100.0,0.66
B-202311-24710,1,3,2,16,1,0,1,Banquet,1,0,1.0,1294.23,450,940,2769.5,2,0,0,0,33.3,0.44
B-202311-75239,2,2,2,16,1,0,1,Classroom,2,0,2.0,2813.97,700,24900,30363.36,4,0,0,0,100.0,0.69
B-202311-27049,2,7,3,36,1,0,1,Theater,2,0,1.57,1939.87,1850,5200,9802.99,5,0,0,0,28.6,0.71
B-202311-37297,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202311-87402,1,1,1,4,0,0,1,Reception,0,0,0.0,572.85,0,810,1391.24,1,0,1,1,0.0,0.45
B-202311-69472,1,2,1,8,0,1,1,Boardroom,2,0,2.0,332.01,700,330,2186.68,1,1,0,1,0.0,0.43
L-202311-36467,1,7,3,24,1,0,1,Classroom,3,1,2.78,1340.77,1445,6552,12925.62,4,1,0,0,0.0,0.78
L-202311-65183,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202311-53559,2,4,2,24,1,0,1,Theater,3,1,2.0,1229.2,1500,3968,7205.66,5,0,0,0,50.0,0.97
B-202311-76770,1,2,2,16,0,0,1,Classroom,2,0,1.5,590.25,500,2625,5078.8,5,0,0,0,100.0,0.62
B-202311-37175,2,2,2,16,1,0,1,Classroom,3,1,2.5,1903.97,1000,2232,4398.48,4,0,0,0,100.0,0.64
B-202311-27796,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-85973,1,2,1,12,1,0,1,Classroom,2,0,1.66,1307.49,863,2256,4123.97,3,0,0,0,100.0,0.46
B-202311-63849,1,1,1,8,0,0,1,Theater,2,0,2.0,525.71,350,1105,2444.34,3,0,0,0,100.0,0.42
B-202311-91948,1,3,3,24,1,0,1,Classroom,3,1,1.67,1316.05,950,4656,7368.63,5,0,0,0,100.0,0.42
L-202311-14145,1,2,3,24,0,1,1,Boardroom,1,0,1.48,295.01,799,700,3228.13,2,0,0,0,50.0,1.0
L-202311-44136,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202311-29558,1,2,2,16,1,0,1,Classroom,3,1,2.5,1103.33,1000,3120,5391.57,4,0,0,0,100.0,0.35
B-202311-81618,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-84345,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-64687,1,2,1,12,1,0,1,Classroom,2,0,1.86,886.23,638,380,2213.76,1,0,0,0,100.0,0.51
B-202311-55693,1,1,1,8,1,0,1,Classroom,2,0,2.0,959.51,350,1560,2457.39,3,0,0,0,100.0,0.48
B-202311-34032,1,2,2,16,1,0,1,Classroom,2,0,2.0,1270.65,700,2600,4501.76,4,0,0,0,100.0,0.63
B-202311-49229,1,2,2,16,1,0,1,Banquet,3,1,3.0,967.35,1300,2340,4809.63,5,0,0,0,100.0,0.54
L-202311-66980,1,1,1,8,0,0,1,Classroom,2,0,1.87,586.26,1318,0,3562.41,0,0,0,0,100.0,0.68
B-202312-21683,1,3,3,24,1,0,1,Theater,3,1,3.0,1534.14,1950,31602,41399.61,5,0,0,0,100.0,0.57
B-202312-36302,2,1,1,8,1,0,1,Classroom,2,0,2.0,1661.07,350,1848,2786.29,4,0,0,0,100.0,0.59
L-202312-93548,2,2,1,8,1,0,1,Theater,3,1,2.68,2671.66,402,1282,2909.04,1,0,0,0,100.0,0.57
B-202312-15651,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-50283,1,2,1,8,1,0,1,Classroom,2,0,1.5,1235.3,500,940,2119.66,2,0,0,0,0.0,0.38
B-202312-19698,2,3,1,12,1,0,1,Classroom,2,0,2.0,1499.85,1050,1592,3685.19,4,0,0,0,0.0,0.75
B-202312-43468,2,4,2,24,1,0,1,Classroom,3,1,2.25,1279.75,1700,4192,7706.14,5,0,0,0,50.0,0.68
B-202312-37948,2,3,3,24,1,0,1,Theater,3,1,2.33,1554.36,1350,6024,9135.29,5,0,0,0,100.0,0.54
L-202312-29014,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-47132,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-83100,2,3,3,24,1,0,1,Theater,3,1,2.67,2533.13,1650,29394,38420.02,4,0,0,0,100.0,0.57
B-202312-95701,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-86282,1,1,1,8,1,0,1,Theater,3,1,3.0,1386.81,650,1848,3115.37,4,0,0,0,100.0,0.42
L-202312-96419,1,1,1,8,0,0,1,Classroom,0,0,0.11,505.72,0,0,2302.09,0,0,0,0,0.0,0.97
B-202312-19188,1,1,1,4,0,0,1,Banquet,0,0,0.0,549.52,0,1375,1947.26,1,1,0,1,0.0,0.62
B-202312-79798,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-92941,1,2,2,16,0,0,1,Theater,2,0,1.5,383.22,500,5544,8156.51,4,0,0,0,100.0,0.97
L-202312-11554,2,1,1,8,1,0,1,Classroom,2,0,1.76,1834.35,169,515,2577.95,1,0,0,0,0.0,0.87
B-202312-87564,2,2,1,12,1,0,1,Theater,2,0,1.5,1190.69,500,1860,3260.04,3,0,0,0,50.0,0.82
B-202312-69037,1,2,1,8,1,0,1,Reception,1,0,1.0,1144.04,300,1320,2318.22,1,1,0,1,0.0,0.37
B-202312-17234,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-33582,1,2,1,8,1,0,1,Banquet,2,0,1.5,876.25,500,1080,2235.0,1,0,1,1,0.0,0.47
B-202312-14569,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-19441,1,1,1,8,1,0,1,Classroom,3,1,3.0,2458.21,650,8215,11484.79,2,0,0,0,100.0,0.65
B-202312-37637,1,1,1,4,1,0,1,Banquet,0,0,0.0,1037.02,0,1320,1654.76,1,1,0,1,0.0,0.55
B-202312-94907,2,2,2,16,1,0,1,Banquet,1,0,1.0,1589.49,300,2100,3690.66,4,0,0,0,100.0,0.6
B-202312-50334,1,1,1,4,0,1,1,Boardroom,1,0,1.0,308.0,150,330,1077.33,1,1,0,1,0.0,0.43
B-202312-54216,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202312-34151,1,1,1,8,1,0,1,Classroom,3,1,3.0,993.84,650,1008,2286.25,3,0,0,0,100.0,0.47
B-202312-95572,1,1,1,8,1,0,1,Theater,2,0,2.0,904.25,350,720,1695.83,2,0,0,0,100.0,0.44
B-202312-25963,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202401-46335,1,3,3,24,1,0,1,Banquet,2,0,1.67,988.91,850,3420,6053.26,5,0,0,0,100.0,0.44
B-202401-68387,1,5,2,24,1,0,1,Classroom,2,0,1.8,1128.01,1550,4112,7506.67,5,0,0,0,20.0,0.81
L-202401-81584,1,5,2,16,0,0,1,Theater,0,0,0.14,598.24,0,13000,14777.39,4,0,0,0,50.0,0.95
L-202401-49582,1,5,2,8,1,0,1,Classroom,3,1,2.81,1053.65,57,7490,8869.7,2,0,0,0,100.0,0.37
L-202401-68303,1,5,3,24,0,0,1,Classroom,3,1,2.92,564.89,1100,9180,12040.57,4,1,0,1,0.0,0.95
B-202401-70994,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202401-75054,1,3,3,24,1,0,1,Classroom,3,1,2.67,1219.15,1650,5208,8671.82,5,0,0,0,100.0,0.39
B-202401-58891,2,1,1,8,1,0,1,Classroom,1,0,1.0,1223.66,150,1512,2272.34,2,0,0,0,100.0,0.64
B-202401-72208,1,1,1,4,0,0,1,Banquet,2,0,2.0,417.07,350,1665,2629.85,1,0,1,1,0.0,0.93
L-202401-41278,1,2,2,8,0,0,1,Theater,3,1,3.0,375.19,195,7810,9381.5,5,0,0,0,0.0,0.97
B-202401-39724,1,1,1,8,0,0,1,Classroom,1,0,1.0,503.88,150,1617,2835.84,4,0,0,0,100.0,0.53
B-202401-84437,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202401-13769,1,2,3,24,1,0,1,Theater,0,0,0.28,1366.0,0,6690,7977.69,5,0,1,1,100.0,0.41
L-202401-90341,1,1,1,8,1,0,1,Classroom,2,0,1.73,1014.28,599,0,3085.28,0,0,0,0,100.0,0.43
L-202401-69636,1,5,3,36,1,0,1,Theater,3,1,2.55,1203.49,211,0,2662.71,0,0,0,0,100.0,0.83
B-202401-93747,1,2,2,16,1,0,1,Classroom,3,1,2.5,1160.16,1000,3048,5286.44,4,0,0,0,100.0,0.38
B-202401-41079,1,1,1,8,1,0,1,Classroom,2,0,2.0,1236.98,350,1848,2765.33,4,0,0,0,100.0,0.51
B-202401-45043,1,2,1,8,0,0,1,Banquet,2,0,1.0,524.84,350,1265,2744.45,1,1,0,1,0.0,0.57
B-202401-84536,1,2,2,16,1,0,1,Banquet,3,1,2.0,846.29,800,1860,3863.2,4,0,0,0,100.0,0.5
B-202401-94500,1,2,2,16,1,0,1,Classroom,2,0,2.0,1318.96,700,4176,6065.38,4,0,0,0,100.0,0.44
B-202401-66051,2,5,2,24,1,0,1,Classroom,3,1,2.0,1335.85,1850,2560,6331.61,3,0,0,0,20.0,0.99
B-202401-20013,1,1,1,8,1,0,1,Banquet,3,1,3.0,841.7,650,1800,3013.74,3,0,0,0,100.0,0.41
L-202401-15250,1,1,1,8,1,0,1,Classroom,0,0,0.25,823.94,0,819,1622.75,3,0,0,0,100.0,0.57
L-202401-24643,1,2,2,16,0,0,1,Banquet,2,0,1.77,388.96,1159,0,2845.14,0,0,0,0,50.0,0.9
B-202401-34182,2,4,2,24,1,0,1,Theater,2,0,1.75,1501.66,1200,3630,6701.42,5,0,0,0,50.0,0.8
L-202401-27759,1,4,3,24,1,0,1,Theater,1,0,0.98,815.83,117,2772,3993.42,1,0,0,0,0.0,0.38
B-202401-43162,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202401-83202,1,5,2,24,1,0,1,Theater,2,0,1.8,1216.74,1550,4272,7708.94,5,0,0,0,20.0,0.69
B-202401-13266,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202401-94679,2,3,3,24,1,0,1,Classroom,3,1,2.67,1356.79,1650,5448,8836.84,5,0,0,0,100.0,0.64
B-202401-68454,1,1,1,8,0,1,1,Boardroom,3,1,3.0,307.42,650,650,2232.78,3,0,0,0,100.0,0.71
B-202401-69394,1,2,1,8,0,0,1,Banquet,2,0,1.0,495.21,350,2090,3676.77,1,1,0,1,0.0,0.95
B-202401-93623,2,7,3,36,1,0,1,Theater,3,1,2.14,1304.43,2950,5792,11529.31,5,0,0,0,28.6,0.82
B-202401-93021,1,2,1,8,0,1,1,Boardroom,2,0,1.5,257.61,500,330,2043.36,1,1,0,1,0.0,0.43
B-202401-70199,2,7,3,36,1,0,1,Classroom,3,1,2.43,1454.12,3450,6064,12434.76,5,0,0,0,28.6,0.75
B-202401-33891,2,2,2,16,1,0,1,Classroom,1,0,1.0,1721.65,300,2568,4030.38,4,0,0,0,100.0,0.66
B-202401-46943,2,3,1,12,1,0,1,Classroom,3,1,2.33,1440.0,1450,2232,4660.47,3,0,0,0,0.0,0.7
B-202401-79842,2,1,1,8,1,0,1,Classroom,2,0,2.0,1520.98,350,1848,2773.28,4,0,0,0,100.0,0.62
L-202401-58916,1,4,2,16,1,0,1,Classroom,1,0,1.15,1353.53,1328,7656,9972.61,3,0,0,0,100.0,0.42
L-202401-64474,1,3,3,24,0,1,1,Boardroom,2,0,2.0,356.21,889,0,1510.99,0,0,0,0,0.0,1.0
B-202401-67947,2,2,2,16,1,0,1,Theater,2,0,2.0,2845.05,700,16380,22340.38,4,0,0,0,100.0,0.53
B-202401-91324,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202401-11901,1,3,3,24,1,0,1,Banquet,2,0,2.0,872.19,1050,4128,6924.08,4,0,0,0,100.0,0.36
L-202401-49462,1,1,2,16,1,0,1,Theater,3,1,2.7,1168.15,361,209,2520.81,1,0,0,0,50.0,0.52
L-202401-21443,1,8,3,36,0,0,1,Banquet,1,0,0.92,526.29,1157,0,2729.98,0,0,0,0,100.0,0.93
B-202401-87018,1,1,1,8,0,0,1,Classroom,1,0,1.0,433.93,150,2210,3420.93,3,0,0,0,100.0,0.85
L-202401-93435,1,2,1,8,1,0,1,Theater,2,0,1.53,1358.51,1088,1080,3113.92,1,0,0,0,100.0,0.39
B-202402-36094,1,2,2,16,1,0,1,Classroom,3,1,3.0,1233.44,1300,3360,5823.2,5,0,0,0,100.0,0.38
B-202402-79607,1,1,1,4,1,0,1,Banquet,1,0,1.0,1046.25,150,1320,1816.69,1,1,0,1,0.0,0.47
L-202402-32298,1,1,2,16,0,0,1,Theater,2,0,2.48,570.39,340,1228,4420.49,4,0,0,0,0.0,0.7
L-202402-35987,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202402-40862,1,2,3,36,1,0,1,Classroom,0,0,0.46,1234.24,0,3930,6228.24,3,0,0,0,100.0,0.62
B-202402-26760,1,2,2,16,1,0,1,Classroom,2,0,1.5,1025.21,500,3936,5524.32,5,0,0,0,100.0,0.46
B-202402-75178,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
