Date,Year,Month,Week,Day_Of_Week,Day_Name,Is_Weekend,Special_Event,Is_Special_Event,Is_OSU_Football,Group_Rooms_On_Books,Group_Events_Inhouse,Transient_Rooms_Available,Transient_Demand_Unconstrained,Transient_Rooms_Sold,Transient_Rooms_Turned_Away,Transient_ADR,Transient_Occ_Of_Available,Transient_Revenue,Total_Rooms_Sold,Total_Occupancy_Pct,Transient_RevPAR,Displacement_Cost_Per_Room,Displacement_Pressure,Demand_Tier,Market_Occ_Pct,Market_ADR,Market_RevPAR,Transient_Pace_7d,Transient_Pace_14d,Transient_Pace_30d,Pace_Index
2023-09-23,2023,9,38,5,Saturday,1,OSU Football,1,1,137,3,83,218,83,135,225.0,100.0,18675.0,220,100.0,84.89,225.0,High,Peak,96.5,212.91,205.46,100.6,83.8,100.8,0.998
2023-09-24,2023,9,38,6,Sunday,1,OSU Football,1,1,83,2,137,218,137,81,212.04,100.0,29049.48,220,100.0,132.04,212.04,High,Peak,92.1,199.39,183.64,104.0,88.4,101.6,1.024
2023-09-25,2023,9,39,0,Monday,0,,0,0,170,3,50,162,50,112,184.92,100.0,9246.0,220,100.0,42.03,184.92,High,High,94.2,170.83,160.92,90.4,86.7,99.2,0.911
2023-09-26,2023,9,39,1,Tuesday,0,,0,0,106,2,114,218,114,104,183.12,100.0,20875.68,220,100.0,94.89,183.12,High,Peak,93.2,174.86,162.97,96.1,94.9,101.4,0.948
2023-09-27,2023,9,39,2,Wednesday,0,,0,0,213,5,7,218,7,211,185.88,100.0,1301.16,220,100.0,5.91,185.88,High,Peak,94.9,173.83,164.96,84.7,95.4,101.7,0.833
2023-09-28,2023,9,39,3,Thursday,0,,0,0,80,1,140,179,140,39,180.51,100.0,25271.4,220,100.0,114.87,180.51,High,High,93.9,170.08,159.71,98.3,101.3,106.3,0.925
2023-09-29,2023,9,39,4,Friday,0,,0,0,80,1,140,144,140,4,181.93,100.0,25470.2,220,100.0,115.77,181.93,Low,Moderate,96.4,169.87,163.75,95.9,101.7,109.2,0.878
2023-09-30,2023,9,39,5,Saturday,1,,0,0,75,1,145,137,137,0,178.63,94.5,24472.31,212,96.4,111.24,178.63,Low,Moderate,91.9,172.23,158.28,103.6,102.1,108.4,0.956
2023-10-01,2023,10,39,6,Sunday,1,,0,0,0,0,220,90,90,0,168.12,40.9,15130.8,90,40.9,68.78,168.12,Low,Low,37.9,156.51,59.32,96.9,100.4,107.1,0.905
2023-10-02,2023,10,40,0,Monday,0,,0,0,25,1,195,212,195,17,181.52,100.0,35396.4,220,100.0,160.89,181.52,Medium,Peak,94.4,161.16,152.14,117.6,104.0,106.3,1.106
2023-10-03,2023,10,40,1,Tuesday,0,,0,0,88,3,132,218,132,86,190.06,100.0,25087.92,220,100.0,114.04,190.06,High,Peak,95.0,184.07,174.87,120.1,108.1,105.2,1.142
2023-10-04,2023,10,40,2,Wednesday,0,,0,0,220,4,0,218,0,218,191.9,0.0,0.0,220,100.0,0.0,191.9,Sold Out,Peak,94.9,184.88,175.45,119.1,101.9,102.7,1.16
2023-10-05,2023,10,40,3,Thursday,0,,0,0,137,2,83,193,83,110,184.85,100.0,15342.55,220,100.0,69.74,184.85,High,High,92.6,164.89,152.69,111.0,104.6,99.9,1.111
2023-10-06,2023,10,40,4,Friday,0,,0,0,0,0,220,138,138,0,169.67,62.7,23414.46,138,62.7,106.43,169.67,Low,Moderate,59.7,150.9,90.09,110.7,103.3,99.7,1.11
2023-10-07,2023,10,40,5,Saturday,1,OSU Football,1,1,49,3,171,218,171,47,225.0,100.0,38475.0,220,100.0,174.89,225.0,High,Peak,95.9,207.28,198.78,115.6,109.6,99.7,1.159
2023-10-08,2023,10,40,6,Sunday,1,OSU Football,1,1,100,2,120,218,120,98,214.39,100.0,25726.8,220,100.0,116.94,214.39,High,Peak,96.7,190.88,184.58,119.9,108.4,98.7,1.215
2023-10-09,2023,10,41,0,Monday,0,,0,0,34,1,186,211,186,25,182.22,100.0,33892.92,220,100.0,154.06,182.22,Medium,Peak,96.9,175.63,170.19,118.6,118.1,100.4,1.181
2023-10-10,2023,10,41,1,Tuesday,0,,0,0,59,1,161,200,161,39,188.18,100.0,30296.98,220,100.0,137.71,188.18,High,Peak,92.8,181.04,168.01,122.7,121.4,103.4,1.187
2023-10-11,2023,10,41,2,Wednesday,0,,0,0,59,1,161,218,161,57,196.87,100.0,31696.07,220,100.0,144.07,196.87,High,Peak,94.6,185.48,175.46,145.7,132.4,106.3,1.371
2023-10-12,2023,10,41,3,Thursday,0,,0,0,72,1,148,209,148,61,198.62,100.0,29395.76,220,100.0,133.62,198.62,High,Peak,94.0,183.19,172.2,155.0,133.0,111.2,1.394
2023-10-13,2023,10,41,4,Friday,0,,0,0,139,2,81,165,81,84,186.66,100.0,15119.46,220,100.0,68.72,186.66,High,High,95.2,167.22,159.19,146.9,128.8,113.9,1.29
2023-10-14,2023,10,41,5,Saturday,1,,0,0,89,2,131,148,131,17,192.14,100.0,25170.34,220,100.0,114.41,192.14,Medium,Moderate,93.8,180.27,169.09,141.1,128.4,116.4,1.212
2023-10-15,2023,10,41,6,Sunday,1,Columbus Marathon,1,0,121,3,99,218,99,119,187.84,100.0,18596.16,220,100.0,84.53,187.84,High,Peak,93.2,172.53,160.8,138.1,129.0,115.2,1.199
2023-10-16,2023,10,42,0,Monday,0,,0,0,0,0,220,207,207,0,185.64,94.1,38427.48,207,94.1,174.67,185.64,Low,Peak,90.7,164.45,149.16,141.1,129.9,117.7,1.199
2023-10-17,2023,10,42,1,Tuesday,0,,0,0,150,2,70,209,70,139,192.77,100.0,13493.9,220,100.0,61.34,192.77,High,Peak,92.9,171.17,159.02,128.1,125.4,116.3,1.101
2023-10-18,2023,10,42,2,Wednesday,0,,0,0,220,6,0,202,0,202,194.09,0.0,0.0,220,100.0,0.0,194.09,Sold Out,Peak,95.7,186.1,178.1,105.1,125.4,111.5,0.943
2023-10-19,2023,10,42,3,Thursday,0,,0,0,220,7,0,215,0,215,180.38,0.0,0.0,220,100.0,0.0,180.38,Sold Out,Peak,92.5,170.79,157.98,84.0,119.5,109.0,0.771
2023-10-20,2023,10,42,4,Friday,0,,0,0,205,4,15,144,15,129,187.15,100.0,2807.25,220,100.0,12.76,187.15,High,Moderate,95.1,167.61,159.4,74.6,110.7,106.6,0.7
2023-10-21,2023,10,42,5,Saturday,1,OSU Football,1,1,127,3,93,218,93,125,225.0,100.0,20925.0,220,100.0,95.11,225.0,High,Peak,95.8,208.43,199.68,69.1,105.1,108.2,0.639
2023-10-22,2023,10,42,6,Sunday,1,OSU Football,1,1,63,1,157,218,157,61,222.43,100.0,34921.51,220,100.0,158.73,222.43,High,Peak,94.8,197.34,187.08,77.4,107.8,108.2,0.715
2023-10-23,2023,10,43,0,Monday,0,,0,0,25,1,195,201,195,6,174.08,100.0,33945.6,220,100.0,154.3,174.08,Low,Peak,94.0,154.53,145.26,75.7,108.4,111.9,0.676
2023-10-24,2023,10,43,1,Tuesday,0,,0,0,88,3,132,214,132,82,194.71,100.0,25701.72,220,100.0,116.83,194.71,High,Peak,93.2,176.53,164.53,84.6,106.4,111.8,0.757
2023-10-25,2023,10,43,2,Wednesday,0,,0,0,0,0,220,218,218,0,193.68,99.1,42222.24,218,99.1,191.92,193.68,Low,Peak,93.3,179.96,167.9,115.7,110.4,117.4,0.986
2023-10-26,2023,10,43,3,Thursday,0,,0,0,0,0,220,183,183,0,185.43,83.2,33933.69,183,83.2,154.24,185.43,Low,High,78.7,163.25,128.48,141.9,112.9,119.7,1.185
2023-10-27,2023,10,43,4,Friday,0,,0,0,0,0,220,168,168,0,170.17,76.4,28588.56,168,76.4,129.95,170.17,Low,High,73.9,164.87,121.84,163.7,119.1,125.0,1.31
2023-10-28,2023,10,43,5,Saturday,1,,0,0,68,2,152,144,144,0,184.55,94.7,26575.2,212,96.4,120.8,184.55,Low,Moderate,89.1,168.71,150.32,171.0,120.1,125.2,1.366
2023-10-29,2023,10,43,6,Sunday,1,,0,0,88,3,132,102,102,0,173.32,77.3,17678.64,190,86.4,80.36,173.32,Low,Low,80.8,159.13,128.58,163.1,120.3,123.9,1.316
2023-10-30,2023,10,44,0,Monday,0,,0,0,142,2,78,172,78,94,183.59,100.0,14320.02,220,100.0,65.09,183.59,High,High,94.5,167.69,158.47,146.4,111.1,121.9,1.201
2023-10-31,2023,10,44,1,Tuesday,0,,0,0,142,2,78,218,78,140,191.49,100.0,14936.22,220,100.0,67.89,191.49,High,Peak,95.0,183.12,173.96,138.7,111.6,121.5,1.142
2023-11-01,2023,11,44,2,Wednesday,0,,0,0,87,1,133,161,133,28,185.55,100.0,24678.15,220,100.0,112.17,185.55,Medium,High,94.3,172.99,163.13,126.6,121.1,119.5,1.059
2023-11-02,2023,11,44,3,Thursday,0,,0,0,111,1,109,148,109,39,179.22,100.0,19534.98,220,100.0,88.8,179.22,High,Moderate,92.9,164.31,152.64,116.0,128.9,118.7,0.977
2023-11-03,2023,11,44,4,Friday,0,,0,0,177,3,43,113,43,70,175.24,100.0,7535.32,220,100.0,34.25,175.24,High,Low,96.0,158.87,152.52,98.1,130.9,120.1,0.817
2023-11-04,2023,11,44,5,Saturday,1,OSU Football,1,1,171,3,49,218,49,169,213.38,100.0,10455.62,220,100.0,47.53,213.38,High,Peak,94.1,194.03,182.58,84.6,127.8,119.0,0.711
2023-11-05,2023,11,44,6,Sunday,1,OSU Football,1,1,180,3,40,218,40,178,206.41,100.0,8256.4,220,100.0,37.53,206.41,High,Peak,96.8,198.1,191.76,75.7,119.4,115.7,0.654
2023-11-06,2023,11,45,0,Monday,0,,0,0,90,1,130,140,130,10,161.01,100.0,20931.3,220,100.0,95.14,161.01,Low,Moderate,96.0,155.67,149.44,83.1,114.8,114.4,0.726
2023-11-07,2023,11,45,1,Tuesday,0,,0,0,220,4,0,196,0,196,187.56,0.0,0.0,220,100.0,0.0,187.56,Sold Out,Peak,92.7,167.64,155.4,72.0,105.4,110.4,0.652
2023-11-08,2023,11,45,2,Wednesday,0,,0,0,213,3,7,196,7,189,177.6,100.0,1243.2,220,100.0,5.65,177.6,High,Peak,95.2,172.25,163.98,54.0,90.3,104.4,0.517
2023-11-09,2023,11,45,3,Thursday,0,,0,0,17,1,203,149,149,0,168.97,73.4,25176.53,166,75.5,114.44,168.97,Low,Moderate,69.7,161.37,112.47,59.7,87.9,104.0,0.574
2023-11-10,2023,11,45,4,Friday,0,,0,0,54,1,166,119,119,0,160.25,71.7,19069.75,173,78.6,86.68,160.25,Low,Moderate,75.8,145.87,110.57,70.6,84.4,102.6,0.688
2023-11-11,2023,11,45,5,Saturday,1,,0,0,190,3,30,130,30,100,184.15,100.0,5524.5,220,100.0,25.11,184.15,High,Moderate,92.8,168.95,156.79,67.9,76.2,98.7,0.688
2023-11-12,2023,11,45,6,Sunday,1,,0,0,86,1,134,75,75,0,145.09,56.0,10881.75,161,73.2,49.46,145.09,Low,Low,67.5,137.51,92.82,72.9,74.3,98.5,0.74
2023-11-13,2023,11,46,0,Monday,0,,0,0,0,0,220,168,168,0,160.71,76.4,26999.28,168,76.4,122.72,160.71,Low,High,71.9,147.12,105.78,78.3,80.7,99.7,0.785
2023-11-14,2023,11,46,1,Tuesday,0,,0,0,0,0,220,186,186,0,176.87,84.5,32897.82,186,84.5,149.54,176.87,Low,High,80.9,165.33,133.75,104.9,88.4,102.6,1.022
2023-11-15,2023,11,46,2,Wednesday,0,,0,0,48,2,172,171,171,0,177.06,99.4,30277.26,219,99.5,137.62,177.06,Low,High,92.8,161.09,149.49,128.3,91.1,101.4,1.265
2023-11-16,2023,11,46,3,Thursday,0,,0,0,12,1,208,154,154,0,167.79,74.0,25839.66,166,75.5,117.45,167.79,Low,Moderate,70.3,147.97,104.02,129.0,94.4,104.2,1.238
2023-11-17,2023,11,46,4,Friday,0,,0,0,164,2,56,113,56,57,171.69,100.0,9614.64,220,100.0,43.7,171.69,High,Low,93.8,151.59,142.19,120.0,95.3,106.1,1.131
2023-11-18,2023,11,46,5,Saturday,1,OSU Football,1,1,220,4,0,218,0,218,225.0,0.0,0.0,220,100.0,0.0,225.0,Sold Out,Peak,93.4,204.54,191.04,115.7,91.8,106.1,1.09
2023-11-19,2023,11,46,6,Sunday,1,OSU Football,1,1,53,2,167,218,167,51,211.96,100.0,35397.32,220,100.0,160.9,211.96,High,Peak,92.5,192.05,177.65,128.9,100.9,111.1,1.16
2023-11-20,2023,11,47,0,Monday,0,,0,0,20,1,200,169,169,0,149.18,84.5,25211.42,189,85.9,114.6,149.18,Low,High,82.2,137.01,112.62,129.0,103.6,113.7,1.135
2023-11-21,2023,11,47,1,Tuesday,0,,0,0,20,1,200,191,191,0,184.46,95.5,35231.86,211,95.9,160.14,184.46,Low,High,89.1,165.65,147.59,129.7,117.3,114.8,1.13
2023-11-22,2023,11,47,2,Wednesday,0,Thanksgiving Week,1,0,24,1,196,85,85,0,155.76,43.4,13239.6,109,49.5,60.18,155.76,Low,Low,46.4,144.72,67.15,117.4,122.9,111.1,1.057
2023-11-23,2023,11,47,3,Thursday,0,Thanksgiving Week,1,0,53,2,167,84,84,0,147.92,50.3,12425.28,137,62.3,56.48,147.92,Low,Low,58.7,141.12,82.84,107.4,118.2,109.5,0.981
2023-11-24,2023,11,47,4,Friday,0,Thanksgiving Week,1,0,39,1,181,95,95,0,147.71,52.5,14032.45,134,60.9,63.78,147.71,Low,Low,56.5,142.62,80.58,113.0,116.5,105.4,1.072
2023-11-25,2023,11,47,5,Saturday,1,Thanksgiving Week,1,0,106,3,114,99,99,0,153.96,86.8,15242.04,205,93.2,69.28,153.96,Low,Low,88.0,137.25,120.78,127.1,121.4,102.6,1.239
2023-11-26,2023,11,47,6,Sunday,1,Thanksgiving Week,1,0,34,1,186,98,98,0,135.41,52.7,13270.18,132,60.0,60.32,135.41,Low,Low,57.4,120.54,69.19,117.3,123.1,100.3,1.169
2023-11-27,2023,11,48,0,Monday,0,,0,0,0,0,220,157,157,0,158.84,71.4,24937.88,157,71.4,113.35,158.84,Low,Moderate,68.3,146.89,100.33,115.6,122.3,100.7,1.148
2023-11-28,2023,11,48,1,Tuesday,0,,0,0,51,1,169,185,169,16,181.34,100.0,30646.46,220,100.0,139.3,181.34,Medium,High,95.7,168.82,161.56,112.4,121.1,103.0,1.091
2023-11-29,2023,11,48,2,Wednesday,0,,0,0,0,0,220,168,168,0,173.67,76.4,29176.56,168,76.4,132.62,173.67,Low,High,73.0,163.77,119.55,124.3,120.9,106.0,1.173
2023-11-30,2023,11,48,3,Thursday,0,,0,0,111,2,109,179,109,70,185.29,100.0,20196.61,220,100.0,91.8,185.29,High,High,92.1,169.5,156.11,127.9,117.6,107.0,1.195
2023-12-01,2023,12,48,4,Friday,0,,0,0,111,2,109,73,73,0,135.26,67.0,9873.98,184,83.6,44.88,135.26,Low,Low,77.0,121.16,93.29,124.7,118.9,105.0,1.188
2023-12-02,2023,12,48,5,Saturday,1,,0,0,0,0,220,70,70,0,143.27,31.8,10028.9,70,31.8,45.59,143.27,Low,Soft,29.8,130.97,39.03,120.6,123.9,103.7,1.163
2023-12-03,2023,12,48,6,Sunday,1,,0,0,62,1,158,49,49,0,132.89,31.0,6511.61,111,50.5,29.6,132.89,Low,Soft,47.4,122.89,58.25,113.6,115.4,103.9,1.093
2023-12-04,2023,12,49,0,Monday,0,,0,0,0,0,220,111,111,0,130.39,50.5,14473.29,111,50.5,65.79,130.39,Low,Low,48.5,115.64,56.09,107.0,111.3,106.0,1.009
2023-12-05,2023,12,49,1,Tuesday,0,,0,0,0,0,220,101,101,0,156.21,45.9,15777.21,101,45.9,71.71,156.21,Low,Low,42.8,147.14,62.98,97.3,104.9,108.0,0.901
2023-12-06,2023,12,49,2,Wednesday,0,,0,0,101,2,119,104,104,0,149.61,87.4,15559.44,205,93.2,70.72,149.61,Low,Low,86.8,144.58,125.5,88.1,106.2,107.1,0.823
2023-12-07,2023,12,49,3,Thursday,0,,0,0,64,1,156,109,109,0,142.52,69.9,15534.68,173,78.6,70.61,142.52,Low,Low,72.6,133.1,96.63,88.1,108.0,110.8,0.795
2023-12-08,2023,12,49,4,Friday,0,,0,0,0,0,220,79,79,0,134.76,35.9,10646.04,79,35.9,48.39,134.76,Low,Low,34.7,119.55,41.48,89.0,106.9,113.2,0.786
2023-12-09,2023,12,49,5,Saturday,1,,0,0,136,2,84,69,69,0,156.4,82.1,10791.6,205,93.2,49.05,156.4,Low,Soft,87.1,144.1,125.51,88.9,104.7,110.5,0.805
2023-12-10,2023,12,49,6,Sunday,1,,0,0,68,1,152,50,50,0,135.85,32.9,6792.5,118,53.6,30.88,135.85,Low,Soft,50.5,127.87,64.57,89.0,101.3,108.2,0.823
2023-12-11,2023,12,50,0,Monday,0,,0,0,51,1,169,101,101,0,135.46,59.8,13681.46,152,69.1,62.19,135.46,Low,Low,66.1,129.05,85.3,87.6,97.3,110.6,0.792
2023-12-12,2023,12,50,1,Tuesday,0,,0,0,220,3,0,119,0,119,163.57,0.0,0.0,220,100.0,0.0,163.57,Sold Out,Moderate,95.3,158.29,150.85,73.1,85.2,108.1,0.676
2023-12-13,2023,12,50,2,Wednesday,0,,0,0,197,3,23,125,23,102,159.31,100.0,3664.13,220,100.0,16.66,159.31,High,Moderate,92.0,151.82,139.67,61.6,74.9,103.2,0.597
2023-12-14,2023,12,50,3,Thursday,0,,0,0,120,1,100,96,96,0,151.41,96.0,14535.36,216,98.2,66.07,151.41,Low,Low,93.1,141.43,131.67,59.7,73.9,100.2,0.596
2023-12-15,2023,12,50,4,Friday,0,,0,0,44,1,176,76,76,0,136.62,43.2,10383.12,120,54.5,47.2,136.62,Low,Low,50.2,128.27,64.39,59.3,74.1,97.1,0.611
2023-12-16,2023,12,50,5,Saturday,1,,0,0,78,3,142,85,85,0,143.86,59.9,12228.1,163,74.1,55.58,143.86,Low,Low,69.1,132.25,91.38,61.6,75.2,94.8,0.65
2023-12-17,2023,12,50,6,Sunday,1,,0,0,30,1,190,54,54,0,129.23,28.4,6978.42,84,38.2,31.72,129.23,Low,Soft,35.5,122.69,43.55,62.1,75.6,94.7,0.656
2023-12-18,2023,12,51,0,Monday,0,,0,0,0,0,220,92,92,0,133.17,41.8,12251.64,92,41.8,55.69,133.17,Low,Low,40.4,120.82,48.81,60.9,74.2,97.8,0.623
2023-12-19,2023,12,51,1,Tuesday,0,,0,0,0,0,220,123,123,0,147.19,55.9,18104.37,123,55.9,82.29,147.19,Low,Moderate,51.5,139.32,71.75,78.4,75.8,96.3,0.814
2023-12-20,2023,12,51,2,Wednesday,0,,0,0,76,1,144,108,108,0,154.53,75.0,16689.24,184,83.6,75.86,154.53,Low,Low,78.8,140.3,110.56,90.6,76.1,94.3,0.961
2023-12-21,2023,12,51,3,Thursday,0,,0,0,38,1,182,109,109,0,147.01,59.9,16024.09,147,66.8,72.84,147.01,Low,Low,63.6,130.74,83.15,92.4,76.1,91.5,1.01
2023-12-22,2023,12,51,4,Friday,0,,0,0,67,2,153,82,82,0,141.46,53.6,11599.72,149,67.7,52.73,141.46,Low,Low,65.5,134.85,88.33,93.3,76.3,91.4,1.021
2023-12-23,2023,12,51,5,Saturday,1,Holiday Week,1,0,43,1,177,39,39,0,128.96,22.0,5029.44,82,37.3,22.86,128.96,Low,Soft,34.5,123.01,42.44,86.7,74.1,89.9,0.964
2023-12-24,2023,12,51,6,Sunday,1,Holiday Week,1,0,168,2,52,41,41,0,115.76,78.8,4746.16,209,95.0,21.57,115.76,Low,Soft,91.1,111.12,101.23,84.9,73.5,88.1,0.964
2023-12-25,2023,12,52,0,Monday,0,Holiday Week,1,0,63,1,157,43,43,0,118.06,27.4,5076.58,106,48.2,23.08,118.06,Low,Soft,46.6,110.44,51.47,77.9,69.4,86.3,0.903
2023-12-26,2023,12,52,1,Tuesday,0,Holiday Week,1,0,128,3,92,42,42,0,129.86,45.7,5454.12,170,77.3,24.79,129.86,Low,Soft,73.8,121.54,89.7,66.3,72.4,84.4,0.786
2023-12-27,2023,12,52,2,Wednesday,0,Holiday Week,1,0,0,0,220,42,42,0,124.61,19.1,5233.62,42,19.1,23.79,124.61,Low,Soft,20.0,111.37,22.27,56.9,73.7,80.6,0.706
2023-12-28,2023,12,52,3,Thursday,0,Holiday Week,1,0,0,0,220,42,42,0,130.33,19.1,5473.86,42,19.1,24.88,130.33,Low,Soft,20.0,120.85,24.17,47.3,69.9,76.3,0.62
2023-12-29,2023,12,52,4,Friday,0,Holiday Week,1,0,87,2,133,37,37,0,122.4,27.8,4528.8,124,56.4,20.59,122.4,Low,Soft,53.2,112.33,59.76,40.9,67.1,72.0,0.568
2023-12-30,2023,12,52,5,Saturday,1,Holiday Week,1,0,0,0,220,37,37,0,119.53,16.8,4422.61,37,16.8,20.1,119.53,Low,Soft,20.0,110.8,22.16,40.6,63.6,69.6,0.583
2023-12-31,2023,12,52,6,Sunday,1,Holiday Week,1,0,23,1,197,45,45,0,115.0,22.8,5175.0,68,30.9,23.52,115.0,Low,Soft,28.7,109.91,31.54,41.1,63.0,68.6,0.599
2024-01-01,2024,1,1,0,Monday,0,,0,0,131,3,89,123,89,34,148.38,100.0,13205.82,220,100.0,60.03,148.38,High,Moderate,92.4,133.91,123.73,47.7,62.8,69.3,0.688
2024-01-02,2024,1,1,1,Tuesday,0,,0,0,108,2,112,122,112,10,159.37,100.0,17849.44,220,100.0,81.13,159.37,Low,Moderate,94.2,141.99,133.75,57.7,62.0,71.4,0.808
2024-01-03,2024,1,1,2,Wednesday,0,,0,0,38,1,182,137,137,0,155.35,75.3,21282.95,175,79.5,96.74,155.35,Low,Moderate,75.7,137.72,104.25,71.3,64.1,72.2,0.988
2024-01-04,2024,1,1,3,Thursday,0,,0,0,72,2,148,122,122,0,155.09,82.4,18920.98,194,88.2,86.0,155.09,Low,Moderate,83.5,150.38,125.57,82.7,65.0,72.9,1.134
2024-01-05,2024,1,1,4,Friday,0,,0,0,125,3,95,83,83,0,142.0,87.4,11786.0,208,94.5,53.57,142.0,Low,Low,87.8,134.57,118.15,89.3,65.1,72.2,1.237
2024-01-06,2024,1,1,5,Saturday,1,,0,0,83,3,137,91,91,0,142.46,66.4,12963.86,174,79.1,58.93,142.46,Low,Low,74.1,131.26,97.26,97.0,68.8,71.6,1.355
2024-01-07,2024,1,1,6,Sunday,1,,0,0,30,1,190,64,64,0,128.2,33.7,8204.8,94,42.7,37.29,128.2,Low,Soft,40.9,116.77,47.76,99.7,70.4,71.1,1.402
2024-01-08,2024,1,2,0,Monday,0,,0,0,0,0,220,130,130,0,131.54,59.1,17100.2,130,59.1,77.73,131.54,Low,Moderate,54.8,118.74,65.07,105.6,76.6,73.2,1.443
2024-01-09,2024,1,2,1,Tuesday,0,,0,0,0,0,220,128,128,0,146.15,58.2,18707.2,128,58.2,85.03,146.15,Low,Moderate,54.0,129.8,70.09,107.9,82.8,75.8,1.423
2024-01-10,2024,1,2,2,Wednesday,0,,0,0,37,1,183,139,139,0,161.11,76.0,22394.29,176,80.0,101.79,161.11,Low,Moderate,77.3,148.08,114.47,108.1,89.7,77.0,1.404
2024-01-11,2024,1,2,3,Thursday,0,,0,0,100,3,120,123,120,3,150.68,100.0,18081.6,220,100.0,82.19,150.68,Low,Moderate,95.7,141.51,135.43,107.9,95.3,81.0,1.332
2024-01-12,2024,1,2,4,Friday,0,,0,0,45,1,175,86,86,0,145.22,49.1,12488.92,131,59.5,56.77,145.22,Low,Low,55.6,138.32,76.91,108.3,98.8,83.1,1.303
2024-01-13,2024,1,2,5,Saturday,1,,0,0,143,2,77,92,77,15,163.62,100.0,12598.74,220,100.0,57.27,163.62,Medium,Low,94.1,151.02,142.11,106.3,101.6,82.5,1.288
2024-01-14,2024,1,2,6,Sunday,1,,0,0,135,2,85,61,61,0,135.76,71.8,8281.36,196,89.1,37.64,135.76,Low,Soft,83.9,125.33,105.15,105.9,102.8,82.0,1.291
2024-01-15,2024,1,3,0,Monday,0,,0,0,0,0,220,111,111,0,140.87,50.5,15636.57,111,50.5,71.08,140.87,Low,Low,47.3,132.74,62.79,103.1,104.4,82.9,1.244
2024-01-16,2024,1,3,1,Tuesday,0,,0,0,83,2,137,139,137,2,157.58,100.0,21588.46,220,100.0,98.13,157.58,Low,Moderate,92.7,142.78,132.36,104.4,106.1,85.6,1.22
2024-01-17,2024,1,3,2,Wednesday,0,,0,0,64,1,156,132,132,0,157.99,84.6,20854.68,196,89.1,94.79,157.99,Low,Moderate,85.9,145.61,125.08,103.4,105.8,87.0,1.189
2024-01-18,2024,1,3,3,Thursday,0,,0,0,39,1,181,112,112,0,146.22,61.9,16376.64,151,68.6,74.44,146.22,Low,Low,63.5,132.56,84.18,102.3,105.1,86.6,1.181
2024-01-19,2024,1,3,4,Friday,0,,0,0,62,1,158,95,95,0,140.43,60.1,13340.85,157,71.4,60.64,140.43,Low,Low,69.0,123.71,85.36,103.6,105.9,86.2,1.202
2024-01-20,2024,1,3,5,Saturday,1,,0,0,71,2,149,84,84,0,136.96,56.4,11504.64,155,70.5,52.29,136.96,Low,Low,66.3,122.72,81.36,104.6,105.4,85.3,1.226
2024-01-21,2024,1,3,6,Sunday,1,,0,0,67,2,153,57,57,0,137.85,37.3,7857.45,124,56.4,35.72,137.85,Low,Soft,52.0,126.41,65.73,104.0,104.9,84.5,1.231
2024-01-22,2024,1,4,0,Monday,0,,0,0,68,1,152,115,115,0,142.34,75.7,16369.1,183,83.2,74.41,142.34,Low,Moderate,78.0,131.49,102.56,104.6,103.9,87.0,1.202
2024-01-23,2024,1,4,1,Tuesday,0,,0,0,220,4,0,130,0,130,160.55,0.0,0.0,220,100.0,0.0,160.55,Sold Out,Moderate,96.3,143.96,138.63,85.0,94.7,85.7,0.992
2024-01-24,2024,1,4,2,Wednesday,0,,0,0,127,2,93,131,93,38,164.38,100.0,15287.34,220,100.0,69.49,164.38,High,Moderate,92.3,158.73,146.51,79.4,91.4,87.3,0.91
2024-01-25,2024,1,4,3,Thursday,0,,0,0,0,0,220,121,121,0,148.2,55.0,17932.2,121,55.0,81.51,148.2,Low,Moderate,51.4,133.99,68.87,80.7,91.5,90.0,0.897
2024-01-26,2024,1,4,4,Friday,0,,0,0,160,2,60,84,60,24,154.04,100.0,9242.4,220,100.0,42.01,154.04,Medium,Low,94.2,147.03,138.5,75.7,89.6,90.6,0.836
2024-01-27,2024,1,4,5,Saturday,1,,0,0,193,3,27,97,27,70,154.39,100.0,4168.53,220,100.0,18.95,154.39,High,Low,92.7,137.27,127.25,67.6,86.1,90.1,0.75
2024-01-28,2024,1,4,6,Sunday,1,,0,0,33,1,187,61,61,0,130.38,32.6,7953.18,94,42.7,36.15,130.38,Low,Soft,40.4,125.27,50.61,68.1,86.1,90.9,0.749
2024-01-29,2024,1,5,0,Monday,0,,0,0,33,1,187,129,129,0,139.14,69.0,17949.06,162,73.6,81.59,139.14,Low,Moderate,68.7,123.59,84.91,70.1,87.4,93.9,0.747
2024-01-30,2024,1,5,1,Tuesday,0,,0,0,30,1,190,122,122,0,153.72,64.2,18753.84,152,69.1,85.24,153.72,Low,Moderate,64.9,148.21,96.19,87.6,86.3,96.5,0.908
2024-01-31,2024,1,5,2,Wednesday,0,,0,0,0,0,220,129,129,0,146.02,58.6,18836.58,129,58.6,85.62,146.02,Low,Moderate,54.9,140.29,77.02,92.7,86.1,97.8,0.948
2024-02-01,2024,2,5,3,Thursday,0,,0,0,0,0,220,121,121,0,154.59,55.0,18705.39,121,55.0,85.02,154.59,Low,Moderate,50.9,146.19,74.41,92.7,86.7,98.1,0.945
2024-02-02,2024,2,5,4,Friday,0,,0,0,0,0,220,114,114,0,146.86,51.8,16742.04,114,51.8,76.1,146.86,Low,Low,49.3,139.3,68.67,100.4,88.1,97.4,1.031
