GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
2711910,2017,71635.0,16.4,"median family income, families with own children under 18 (B19125_002E)"
2712180,2017,76250.0,5.6,"median family income, families with own children under 18 (B19125_002E)"
2712210,2017,63750.0,14.1,"median family income, families with own children under 18 (B19125_002E)"
2712240,2017,79583.0,9.8,"median family income, families with own children under 18 (B19125_002E)"
2712270,2017,97872.0,5.7,"median family income, families with own children under 18 (B19125_002E)"
2712300,2017,72788.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
2712360,2017,64722.0,14.5,"median family income, families with own children under 18 (B19125_002E)"
2712420,2017,56563.0,10.2,"median family income, families with own children under 18 (B19125_002E)"
2712480,2017,78315.0,12.8,"median family income, families with own children under 18 (B19125_002E)"
2712580,2017,63147.0,17.4,"median family income, families with own children under 18 (B19125_002E)"
2712900,2017,89625.0,1.5,"median family income, families with own children under 18 (B19125_002E)"
2713020,2017,82000.0,11.3,"median family income, families with own children under 18 (B19125_002E)"
2713040,2017,81250.0,9.4,"median family income, families with own children under 18 (B19125_002E)"
2713110,2017,56071.0,15.1,"median family income, families with own children under 18 (B19125_002E)"
2713140,2017,80833.0,6.7,"median family income, families with own children under 18 (B19125_002E)"
2713170,2017,65784.0,16.1,"median family income, families with own children under 18 (B19125_002E)"
2713380,2017,68333.0,11.2,"median family income, families with own children under 18 (B19125_002E)"
2713530,2017,92048.0,8.5,"median family income, families with own children under 18 (B19125_002E)"
2713560,2017,89609.0,0.8,"median family income, families with own children under 18 (B19125_002E)"
2713590,2017,81250.0,8.7,"median family income, families with own children under 18 (B19125_002E)"
2713680,2017,58194.0,12.2,"median family income, families with own children under 18 (B19125_002E)"
2713860,2017,66667.0,20.3,"median family income, families with own children under 18 (B19125_002E)"
2713890,2017,60417.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
2713920,2017,115694.0,3.7,"median family income, families with own children under 18 (B19125_002E)"
2713930,2017,71513.0,13.8,"median family income, families with own children under 18 (B19125_002E)"
2713980,2017,53311.0,28.2,"median family income, families with own children under 18 (B19125_002E)"
2714010,2017,51250.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
2714040,2017,68125.0,9.9,"median family income, families with own children under 18 (B19125_002E)"
2714070,2017,49464.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
2714190,2017,85972.0,3.7,"median family income, families with own children under 18 (B19125_002E)"
2714220,2017,133411.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
2714260,2017,107442.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
2714280,2017,81500.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
2714970,2017,76994.0,4.6,"median family income, families with own children under 18 (B19125_002E)"
2715000,2017,43125.0,26.6,"median family income, families with own children under 18 (B19125_002E)"
2715030,2017,75833.0,13.7,"median family income, families with own children under 18 (B19125_002E)"
2715510,2017,45469.0,18.8,"median family income, families with own children under 18 (B19125_002E)"
2715750,2017,98333.0,3.5,"median family income, families with own children under 18 (B19125_002E)"
2716830,2017,68393.0,8.6,"median family income, families with own children under 18 (B19125_002E)"
2716980,2017,96339.0,1.5,"median family income, families with own children under 18 (B19125_002E)"
2717010,2017,52917.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
2717100,2017,76920.0,14.1,"median family income, families with own children under 18 (B19125_002E)"
2717120,2017,62679.0,6.4,"median family income, families with own children under 18 (B19125_002E)"
2717220,2017,88047.0,4.7,"median family income, families with own children under 18 (B19125_002E)"
2717250,2017,69808.0,9.8,"median family income, families with own children under 18 (B19125_002E)"
2717460,2017,74375.0,4.5,"median family income, families with own children under 18 (B19125_002E)"
2717520,2017,81600.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
2717570,2017,65893.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
2717780,2017,128577.0,5.2,"median family income, families with own children under 18 (B19125_002E)"
2717880,2017,72500.0,6.6,"median family income, families with own children under 18 (B19125_002E)"
2717910,2017,63750.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
2717940,2017,56250.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
2718060,2017,75724.0,13.8,"median family income, families with own children under 18 (B19125_002E)"
2718070,2017,71270.0,9.5,"median family income, families with own children under 18 (B19125_002E)"
2718090,2017,81321.0,12.3,"median family income, families with own children under 18 (B19125_002E)"
2718210,2017,71080.0,8.2,"median family income, families with own children under 18 (B19125_002E)"
2718240,2017,66105.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
2718270,2017,58750.0,9.2,"median family income, families with own children under 18 (B19125_002E)"
2718330,2017,67067.0,13.2,"median family income, families with own children under 18 (B19125_002E)"
2718360,2017,50000.0,23.4,"median family income, families with own children under 18 (B19125_002E)"
2718540,2017,73125.0,18.5,"median family income, families with own children under 18 (B19125_002E)"
2718570,2017,60063.0,26.3,"median family income, families with own children under 18 (B19125_002E)"
2718660,2017,33854.0,40.0,"median family income, families with own children under 18 (B19125_002E)"
2718750,2017,149958.0,8.7,"median family income, families with own children under 18 (B19125_002E)"
2718780,2017,80169.0,11.5,"median family income, families with own children under 18 (B19125_002E)"
2718810,2017,91750.0,5.4,"median family income, families with own children under 18 (B19125_002E)"
2718920,2017,48958.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
2718940,2017,68355.0,22.6,"median family income, families with own children under 18 (B19125_002E)"
2718960,2017,62500.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
2719170,2017,48750.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
2719320,2017,75000.0,13.0,"median family income, families with own children under 18 (B19125_002E)"
2720550,2017,80278.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2720580,2017,54423.0,16.8,"median family income, families with own children under 18 (B19125_002E)"
2720670,2017,65298.0,9.6,"median family income, families with own children under 18 (B19125_002E)"
2721240,2017,64802.0,28.1,"median family income, families with own children under 18 (B19125_002E)"
2721270,2017,77500.0,11.3,"median family income, families with own children under 18 (B19125_002E)"
2721320,2017,58345.0,19.2,"median family income, families with own children under 18 (B19125_002E)"
2721390,2017,89369.0,3.4,"median family income, families with own children under 18 (B19125_002E)"
2721420,2017,79176.0,16.6,"median family income, families with own children under 18 (B19125_002E)"
2721450,2017,70481.0,13.0,"median family income, families with own children under 18 (B19125_002E)"
2721480,2017,54783.0,16.2,"median family income, families with own children under 18 (B19125_002E)"
2722920,2017,119671.0,4.9,"median family income, families with own children under 18 (B19125_002E)"
2722950,2017,105755.0,10.7,"median family income, families with own children under 18 (B19125_002E)"
2723010,2017,50764.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
2723310,2017,58977.0,26.1,"median family income, families with own children under 18 (B19125_002E)"
2723370,2017,58864.0,6.7,"median family income, families with own children under 18 (B19125_002E)"
2723400,2017,90563.0,6.2,"median family income, families with own children under 18 (B19125_002E)"
2723430,2017,118255.0,4.0,"median family income, families with own children under 18 (B19125_002E)"
2723490,2017,76429.0,8.2,"median family income, families with own children under 18 (B19125_002E)"
2723520,2017,71029.0,12.1,"median family income, families with own children under 18 (B19125_002E)"
2723550,2017,82500.0,2.5,"median family income, families with own children under 18 (B19125_002E)"
2723580,2017,74286.0,6.9,"median family income, families with own children under 18 (B19125_002E)"
2723820,2017,84821.0,6.0,"median family income, families with own children under 18 (B19125_002E)"
2723850,2017,74778.0,12.1,"median family income, families with own children under 18 (B19125_002E)"
2723880,2017,85911.0,12.8,"median family income, families with own children under 18 (B19125_002E)"
2723910,2017,90972.0,2.3,"median family income, families with own children under 18 (B19125_002E)"
2723970,2017,60875.0,17.4,"median family income, families with own children under 18 (B19125_002E)"
2725050,2017,48047.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
2725080,2017,155391.0,3.6,"median family income, families with own children under 18 (B19125_002E)"
2725140,2017,67250.0,15.6,"median family income, families with own children under 18 (B19125_002E)"
2725200,2017,93394.0,13.2,"median family income, families with own children under 18 (B19125_002E)"
2728050,2017,78013.0,13.1,"median family income, families with own children under 18 (B19125_002E)"
2728080,2017,55152.0,19.9,"median family income, families with own children under 18 (B19125_002E)"
2728110,2017,61875.0,17.3,"median family income, families with own children under 18 (B19125_002E)"
2728140,2017,67375.0,12.9,"median family income, families with own children under 18 (B19125_002E)"
2728170,2017,55000.0,17.5,"median family income, families with own children under 18 (B19125_002E)"
2728200,2017,71893.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
2728230,2017,71875.0,6.7,"median family income, families with own children under 18 (B19125_002E)"
2728290,2017,77569.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
2728320,2017,67614.0,7.8,"median family income, families with own children under 18 (B19125_002E)"
2728350,2017,82826.0,14.8,"median family income, families with own children under 18 (B19125_002E)"
2728380,2017,56713.0,13.3,"median family income, families with own children under 18 (B19125_002E)"
2728950,2017,100417.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
2728970,2017,51037.0,19.8,"median family income, families with own children under 18 (B19125_002E)"
2730030,2017,77298.0,7.7,"median family income, families with own children under 18 (B19125_002E)"
2730060,2017,124524.0,7.7,"median family income, families with own children under 18 (B19125_002E)"
2730090,2017,85259.0,9.4,"median family income, families with own children under 18 (B19125_002E)"
2730150,2017,98750.0,3.5,"median family income, families with own children under 18 (B19125_002E)"
2730450,2017,61750.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
2730480,2017,68375.0,21.9,"median family income, families with own children under 18 (B19125_002E)"
2730510,2017,23321.0,40.4,"median family income, families with own children under 18 (B19125_002E)"
2730870,2017,39250.0,37.1,"median family income, families with own children under 18 (B19125_002E)"
2731750,2017,72609.0,12.8,"median family income, families with own children under 18 (B19125_002E)"
2731780,2017,73925.0,16.6,"median family income, families with own children under 18 (B19125_002E)"
2731800,2017,91825.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
2732070,2017,92679.0,6.9,"median family income, families with own children under 18 (B19125_002E)"
2732250,2017,73750.0,6.0,"median family income, families with own children under 18 (B19125_002E)"
2732390,2017,110450.0,8.1,"median family income, families with own children under 18 (B19125_002E)"
2732430,2017,82354.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
2732460,2017,75417.0,5.2,"median family income, families with own children under 18 (B19125_002E)"
2732520,2017,64196.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
2732550,2017,73194.0,11.0,"median family income, families with own children under 18 (B19125_002E)"
2732700,2017,66875.0,26.2,"median family income, families with own children under 18 (B19125_002E)"
2732820,2017,108060.0,1.1,"median family income, families with own children under 18 (B19125_002E)"
2732850,2017,70051.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
2732880,2017,64766.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
2732970,2017,55313.0,22.1,"median family income, families with own children under 18 (B19125_002E)"
2733000,2017,105179.0,7.3,"median family income, families with own children under 18 (B19125_002E)"
2733210,2017,68322.0,17.5,"median family income, families with own children under 18 (B19125_002E)"
2733270,2017,61265.0,13.5,"median family income, families with own children under 18 (B19125_002E)"
2733300,2017,70536.0,9.6,"median family income, families with own children under 18 (B19125_002E)"
2733330,2017,82741.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
2733390,2017,65682.0,9.7,"median family income, families with own children under 18 (B19125_002E)"
2733420,2017,89975.0,10.9,"median family income, families with own children under 18 (B19125_002E)"
2733450,2017,78654.0,15.4,"median family income, families with own children under 18 (B19125_002E)"
2733480,2017,95694.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
2733510,2017,61153.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
2733540,2017,94000.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
2733600,2017,52831.0,17.8,"median family income, families with own children under 18 (B19125_002E)"
2733780,2017,109935.0,9.8,"median family income, families with own children under 18 (B19125_002E)"
2733790,2017,103145.0,0.4,"median family income, families with own children under 18 (B19125_002E)"
2733810,2017,114130.0,4.7,"median family income, families with own children under 18 (B19125_002E)"
2733840,2017,53195.0,29.1,"median family income, families with own children under 18 (B19125_002E)"
2733870,2017,76011.0,15.3,"median family income, families with own children under 18 (B19125_002E)"
2733900,2017,46635.0,17.4,"median family income, families with own children under 18 (B19125_002E)"
2738160,2017,78475.0,13.6,"median family income, families with own children under 18 (B19125_002E)"
2738190,2017,123086.0,6.1,"median family income, families with own children under 18 (B19125_002E)"
2738280,2017,65089.0,10.7,"median family income, families with own children under 18 (B19125_002E)"
2738850,2017,70338.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
2738880,2017,94659.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2740665,2017,63693.0,15.3,"median family income, families with own children under 18 (B19125_002E)"
2740680,2017,60114.0,17.7,"median family income, families with own children under 18 (B19125_002E)"
2740740,2017,71973.0,14.8,"median family income, families with own children under 18 (B19125_002E)"
2740810,2017,89107.0,3.4,"median family income, families with own children under 18 (B19125_002E)"
2740830,2017,89423.0,16.8,"median family income, families with own children under 18 (B19125_002E)"
2740860,2017,64750.0,11.4,"median family income, families with own children under 18 (B19125_002E)"
2740920,2017,65536.0,18.2,"median family income, families with own children under 18 (B19125_002E)"
2741040,2017,62109.0,29.3,"median family income, families with own children under 18 (B19125_002E)"
2741060,2017,77188.0,7.6,"median family income, families with own children under 18 (B19125_002E)"
2741430,2017,79306.0,1.8,"median family income, families with own children under 18 (B19125_002E)"
2741460,2017,123148.0,2.7,"median family income, families with own children under 18 (B19125_002E)"
2741850,2017,56635.0,19.8,"median family income, families with own children under 18 (B19125_002E)"
2741880,2017,68098.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
2741910,2017,99137.0,5.6,"median family income, families with own children under 18 (B19125_002E)"
2742120,2017,36354.0,30.0,"median family income, families with own children under 18 (B19125_002E)"
2742160,2017,141007.0,7.2,"median family income, families with own children under 18 (B19125_002E)"
2742270,2017,87532.0,12.9,"median family income, families with own children under 18 (B19125_002E)"
2742330,2017,63958.0,12.9,"median family income, families with own children under 18 (B19125_002E)"
2742360,2017,102878.0,6.9,"median family income, families with own children under 18 (B19125_002E)"
2742720,2017,56147.0,21.2,"median family income, families with own children under 18 (B19125_002E)"
2742750,2017,69250.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
2742780,2017,55469.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
2744070,2017,76089.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
2744160,2017,54103.0,24.7,"median family income, families with own children under 18 (B19125_002E)"
2744190,2017,68281.0,10.1,"median family income, families with own children under 18 (B19125_002E)"
2745735,2017,97321.0,2.3,"median family income, families with own children under 18 (B19125_002E)"
2791445,2017,79022.0,5.1,"median family income, families with own children under 18 (B19125_002E)"
2791446,2017,56500.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
2791447,2017,65417.0,25.1,"median family income, families with own children under 18 (B19125_002E)"
2791448,2017,55000.0,27.6,"median family income, families with own children under 18 (B19125_002E)"
2791449,2017,58333.0,14.5,"median family income, families with own children under 18 (B19125_002E)"
2791450,2017,63582.0,18.4,"median family income, families with own children under 18 (B19125_002E)"
2791451,2017,83813.0,13.5,"median family income, families with own children under 18 (B19125_002E)"
2800185,2017,12708.0,67.3,"median family income, families with own children under 18 (B19125_002E)"
2800186,2017,19067.0,68.0,"median family income, families with own children under 18 (B19125_002E)"
2800187,2017,27825.0,46.5,"median family income, families with own children under 18 (B19125_002E)"
2800189,2017,54893.0,23.7,"median family income, families with own children under 18 (B19125_002E)"
2800191,2017,32024.0,43.2,"median family income, families with own children under 18 (B19125_002E)"
2800360,2017,47303.0,30.6,"median family income, families with own children under 18 (B19125_002E)"
2800390,2017,45395.0,21.3,"median family income, families with own children under 18 (B19125_002E)"
2800420,2017,43636.0,29.5,"median family income, families with own children under 18 (B19125_002E)"
2800450,2017,43750.0,28.9,"median family income, families with own children under 18 (B19125_002E)"
2800510,2017,44185.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
2800540,2017,35481.0,50.1,"median family income, families with own children under 18 (B19125_002E)"
2800570,2017,39460.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
2800600,2017,40583.0,15.4,"median family income, families with own children under 18 (B19125_002E)"
2800630,2017,36288.0,36.0,"median family income, families with own children under 18 (B19125_002E)"
2800750,2017,36750.0,41.6,"median family income, families with own children under 18 (B19125_002E)"
2800820,2017,36385.0,42.5,"median family income, families with own children under 18 (B19125_002E)"
2800840,2017,43538.0,42.8,"median family income, families with own children under 18 (B19125_002E)"
2800870,2017,39276.0,42.0,"median family income, families with own children under 18 (B19125_002E)"
2800900,2017,31301.0,48.5,"median family income, families with own children under 18 (B19125_002E)"
2800930,2017,91250.0,20.2,"median family income, families with own children under 18 (B19125_002E)"
2800960,2017,44539.0,46.8,"median family income, families with own children under 18 (B19125_002E)"
2800990,2017,36979.0,44.6,"median family income, families with own children under 18 (B19125_002E)"
2801020,2017,14837.0,66.6,"median family income, families with own children under 18 (B19125_002E)"
2801050,2017,18493.0,53.5,"median family income, families with own children under 18 (B19125_002E)"
2801090,2017,71236.0,13.9,"median family income, families with own children under 18 (B19125_002E)"
2801110,2017,20363.0,48.7,"median family income, families with own children under 18 (B19125_002E)"
2801140,2017,27492.0,26.8,"median family income, families with own children under 18 (B19125_002E)"
2801170,2017,28965.0,39.5,"median family income, families with own children under 18 (B19125_002E)"
2801200,2017,36362.0,38.1,"median family income, families with own children under 18 (B19125_002E)"
2801220,2017,40804.0,42.6,"median family income, families with own children under 18 (B19125_002E)"
2801260,2017,46781.0,28.8,"median family income, families with own children under 18 (B19125_002E)"
2801290,2017,38525.0,35.5,"median family income, families with own children under 18 (B19125_002E)"
2801320,2017,73996.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
2801360,2017,18674.0,66.3,"median family income, families with own children under 18 (B19125_002E)"
2801380,2017,27083.0,49.3,"median family income, families with own children under 18 (B19125_002E)"
2801410,2017,,46.5,"median family income, families with own children under 18 (B19125_002E)"
2801440,2017,85045.0,13.9,"median family income, families with own children under 18 (B19125_002E)"
2801470,2017,32522.0,46.9,"median family income, families with own children under 18 (B19125_002E)"
2801490,2017,44286.0,39.6,"median family income, families with own children under 18 (B19125_002E)"
2801530,2017,51635.0,24.0,"median family income, families with own children under 18 (B19125_002E)"
2801560,2017,60101.0,15.1,"median family income, families with own children under 18 (B19125_002E)"
2801590,2017,76214.0,13.2,"median family income, families with own children under 18 (B19125_002E)"
2801620,2017,23429.0,51.3,"median family income, families with own children under 18 (B19125_002E)"
2801650,2017,25387.0,52.0,"median family income, families with own children under 18 (B19125_002E)"
2801680,2017,37183.0,38.6,"median family income, families with own children under 18 (B19125_002E)"
2801710,2017,27891.0,42.1,"median family income, families with own children under 18 (B19125_002E)"
2801740,2017,57419.0,18.5,"median family income, families with own children under 18 (B19125_002E)"
2801770,2017,48889.0,28.6,"median family income, families with own children under 18 (B19125_002E)"
2801800,2017,32373.0,47.2,"median family income, families with own children under 18 (B19125_002E)"
2801830,2017,37708.0,30.3,"median family income, families with own children under 18 (B19125_002E)"
2801860,2017,67058.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
2801890,2017,,59.3,"median family income, families with own children under 18 (B19125_002E)"
2801950,2017,35481.0,27.3,"median family income, families with own children under 18 (B19125_002E)"
2801980,2017,21490.0,60.8,"median family income, families with own children under 18 (B19125_002E)"
2802010,2017,37377.0,33.8,"median family income, families with own children under 18 (B19125_002E)"
2802040,2017,20556.0,56.1,"median family income, families with own children under 18 (B19125_002E)"
2802100,2017,45352.0,23.8,"median family income, families with own children under 18 (B19125_002E)"
2802160,2017,67284.0,15.2,"median family income, families with own children under 18 (B19125_002E)"
2802190,2017,32306.0,42.9,"median family income, families with own children under 18 (B19125_002E)"
2802220,2017,20141.0,54.9,"median family income, families with own children under 18 (B19125_002E)"
2802250,2017,30366.0,45.1,"median family income, families with own children under 18 (B19125_002E)"
2802280,2017,49013.0,24.6,"median family income, families with own children under 18 (B19125_002E)"
2802310,2017,26306.0,46.5,"median family income, families with own children under 18 (B19125_002E)"
2802340,2017,42861.0,34.2,"median family income, families with own children under 18 (B19125_002E)"
2802370,2017,66250.0,24.3,"median family income, families with own children under 18 (B19125_002E)"
2802400,2017,69567.0,16.3,"median family income, families with own children under 18 (B19125_002E)"
2802430,2017,65933.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
2802460,2017,24488.0,47.2,"median family income, families with own children under 18 (B19125_002E)"
2802490,2017,64777.0,29.5,"median family income, families with own children under 18 (B19125_002E)"
2802520,2017,43594.0,38.1,"median family income, families with own children under 18 (B19125_002E)"
2802550,2017,57903.0,18.9,"median family income, families with own children under 18 (B19125_002E)"
2802580,2017,22083.0,57.1,"median family income, families with own children under 18 (B19125_002E)"
2802610,2017,44417.0,28.5,"median family income, families with own children under 18 (B19125_002E)"
2802640,2017,54556.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
2802670,2017,61596.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
2802700,2017,30776.0,40.9,"median family income, families with own children under 18 (B19125_002E)"
2802730,2017,62355.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
2802760,2017,36042.0,50.4,"median family income, families with own children under 18 (B19125_002E)"
2802790,2017,96885.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2802820,2017,47761.0,33.5,"median family income, families with own children under 18 (B19125_002E)"
2802850,2017,53125.0,26.3,"median family income, families with own children under 18 (B19125_002E)"
2802880,2017,30386.0,55.1,"median family income, families with own children under 18 (B19125_002E)"
2802910,2017,23883.0,49.3,"median family income, families with own children under 18 (B19125_002E)"
2802940,2017,70446.0,18.0,"median family income, families with own children under 18 (B19125_002E)"
2802970,2017,45521.0,41.6,"median family income, families with own children under 18 (B19125_002E)"
2803000,2017,45250.0,28.6,"median family income, families with own children under 18 (B19125_002E)"
2803030,2017,26435.0,56.9,"median family income, families with own children under 18 (B19125_002E)"
2803060,2017,50374.0,30.1,"median family income, families with own children under 18 (B19125_002E)"
2803090,2017,54519.0,23.4,"median family income, families with own children under 18 (B19125_002E)"
2803120,2017,53571.0,23.1,"median family income, families with own children under 18 (B19125_002E)"
2803150,2017,57404.0,32.1,"median family income, families with own children under 18 (B19125_002E)"
2803180,2017,31181.0,34.9,"median family income, families with own children under 18 (B19125_002E)"
2803210,2017,35154.0,32.3,"median family income, families with own children under 18 (B19125_002E)"
2803240,2017,60162.0,32.5,"median family income, families with own children under 18 (B19125_002E)"
2803270,2017,52550.0,33.6,"median family income, families with own children under 18 (B19125_002E)"
2803300,2017,45489.0,47.6,"median family income, families with own children under 18 (B19125_002E)"
2803360,2017,76689.0,18.8,"median family income, families with own children under 18 (B19125_002E)"
2803390,2017,35577.0,27.7,"median family income, families with own children under 18 (B19125_002E)"
2803450,2017,70145.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
2803480,2017,41555.0,29.4,"median family income, families with own children under 18 (B19125_002E)"
2803510,2017,43064.0,32.6,"median family income, families with own children under 18 (B19125_002E)"
2803520,2017,45596.0,19.4,"median family income, families with own children under 18 (B19125_002E)"
2803530,2017,71732.0,11.8,"median family income, families with own children under 18 (B19125_002E)"
2803540,2017,68333.0,8.6,"median family income, families with own children under 18 (B19125_002E)"
2803570,2017,49063.0,19.5,"median family income, families with own children under 18 (B19125_002E)"
2803600,2017,43125.0,30.0,"median family income, families with own children under 18 (B19125_002E)"
2803630,2017,41000.0,39.6,"median family income, families with own children under 18 (B19125_002E)"
2803660,2017,40382.0,27.9,"median family income, families with own children under 18 (B19125_002E)"
2803690,2017,57568.0,17.9,"median family income, families with own children under 18 (B19125_002E)"
2803720,2017,62193.0,19.3,"median family income, families with own children under 18 (B19125_002E)"
2803750,2017,36615.0,28.1,"median family income, families with own children under 18 (B19125_002E)"
2803780,2017,41811.0,31.8,"median family income, families with own children under 18 (B19125_002E)"
2803810,2017,22552.0,54.2,"median family income, families with own children under 18 (B19125_002E)"
2803830,2017,79893.0,7.0,"median family income, families with own children under 18 (B19125_002E)"
2803870,2017,37237.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
2803900,2017,35484.0,36.8,"median family income, families with own children under 18 (B19125_002E)"
2803930,2017,47708.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
2803960,2017,32063.0,40.2,"median family income, families with own children under 18 (B19125_002E)"
2803990,2017,41977.0,41.4,"median family income, families with own children under 18 (B19125_002E)"
2804020,2017,45455.0,29.5,"median family income, families with own children under 18 (B19125_002E)"
2804050,2017,38674.0,26.0,"median family income, families with own children under 18 (B19125_002E)"
2804080,2017,39756.0,36.1,"median family income, families with own children under 18 (B19125_002E)"
2804110,2017,38044.0,34.3,"median family income, families with own children under 18 (B19125_002E)"
2804170,2017,47250.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
2804230,2017,46771.0,29.8,"median family income, families with own children under 18 (B19125_002E)"
2804260,2017,45693.0,22.7,"median family income, families with own children under 18 (B19125_002E)"
2804290,2017,31125.0,39.6,"median family income, families with own children under 18 (B19125_002E)"
2804320,2017,50934.0,29.1,"median family income, families with own children under 18 (B19125_002E)"
2804350,2017,49618.0,26.9,"median family income, families with own children under 18 (B19125_002E)"
2804380,2017,54375.0,29.2,"median family income, families with own children under 18 (B19125_002E)"
2804440,2017,40984.0,36.5,"median family income, families with own children under 18 (B19125_002E)"
2804470,2017,42708.0,36.2,"median family income, families with own children under 18 (B19125_002E)"
2804500,2017,32857.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
2804530,2017,46856.0,32.8,"median family income, families with own children under 18 (B19125_002E)"
2804560,2017,46138.0,37.5,"median family income, families with own children under 18 (B19125_002E)"
2804590,2017,38390.0,30.1,"median family income, families with own children under 18 (B19125_002E)"
2804650,2017,29129.0,41.3,"median family income, families with own children under 18 (B19125_002E)"
2804680,2017,28760.0,45.0,"median family income, families with own children under 18 (B19125_002E)"
2804710,2017,25302.0,57.0,"median family income, families with own children under 18 (B19125_002E)"
2804740,2017,16638.0,46.5,"median family income, families with own children under 18 (B19125_002E)"
2804770,2017,20000.0,60.3,"median family income, families with own children under 18 (B19125_002E)"
2804800,2017,49098.0,37.3,"median family income, families with own children under 18 (B19125_002E)"
2903040,2017,72632.0,12.1,"median family income, families with own children under 18 (B19125_002E)"
2904080,2017,105909.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2904110,2017,72917.0,15.0,"median family income, families with own children under 18 (B19125_002E)"
2904590,2017,86875.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
2905190,2017,56250.0,16.1,"median family income, families with own children under 18 (B19125_002E)"
2905400,2017,77500.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2906540,2017,53333.0,16.5,"median family income, families with own children under 18 (B19125_002E)"
2907320,2017,63542.0,20.7,"median family income, families with own children under 18 (B19125_002E)"
2908340,2017,33929.0,41.3,"median family income, families with own children under 18 (B19125_002E)"
2908790,2017,75227.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
2909090,2017,63125.0,8.8,"median family income, families with own children under 18 (B19125_002E)"
2910230,2017,46563.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2910470,2017,85833.0,6.0,"median family income, families with own children under 18 (B19125_002E)"
2910650,2017,44167.0,20.0,"median family income, families with own children under 18 (B19125_002E)"
2910710,2017,55833.0,25.1,"median family income, families with own children under 18 (B19125_002E)"
2911010,2017,37279.0,43.1,"median family income, families with own children under 18 (B19125_002E)"
2911040,2017,46641.0,24.3,"median family income, families with own children under 18 (B19125_002E)"
2911160,2017,70938.0,15.1,"median family income, families with own children under 18 (B19125_002E)"
2911850,2017,46116.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
2912450,2017,102917.0,6.8,"median family income, families with own children under 18 (B19125_002E)"
2912480,2017,65625.0,9.9,"median family income, families with own children under 18 (B19125_002E)"
2912510,2017,75568.0,5.5,"median family income, families with own children under 18 (B19125_002E)"
2912720,2017,56979.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
