geoid,lat,lon,mean_sign_post,local_moran_I,quadrant,p_approx
2742360,45.10134,-93.02478,-0.333,0.8126,LL,0.0000
2742720,45.08767,-95.02394,-1.000,3.0053,LL,0.0000
2742780,43.88630,-95.15502,-1.000,3.0053,LL,0.0000
2744070,43.98923,-91.66304,0.333,0.0120,LL,0.0000
2791445,44.08470,-94.19506,-1.000,3.0053,LL,0.0000
2791451,44.02814,-93.72242,-1.000,2.6447,LL,0.0000
2800187,33.60553,-90.59509,0.333,0.0337,LL,0.0000
2800189,33.42235,-88.87616,0.333,-0.0385,LH,0.0000
2800191,33.65967,-88.78247,1.000,0.4232,HH,0.0000
2800198,33.54979,-90.29493,0.333,0.0192,LL,0.0000
2800390,34.87038,-88.59018,1.000,0.5025,HH,0.0000
2800510,33.18557,-89.47256,0.333,-0.0024,LH,0.0000
2800540,34.51598,-88.64904,1.000,0.4232,HH,0.0000
2800570,30.30813,-89.35414,0.333,0.0048,LL,0.0000
2800600,34.80959,-89.20021,0.333,-0.0168,LH,0.0000
2800630,30.41222,-88.94095,0.333,0.0048,LL,0.0000
2800750,33.75885,-90.72559,-0.333,0.4376,LL,0.0000
2800840,31.57100,-90.39479,0.333,0.0048,LL,0.0000
2800900,32.62511,-90.05972,0.333,0.0048,LL,0.0000
2800930,33.44079,-89.91889,0.333,0.0048,LL,0.0000
2800990,33.34596,-89.25133,0.333,-0.0096,LH,0.0000
2801020,31.97281,-90.91542,0.333,0.0048,LL,0.0000
2801050,34.20093,-90.57478,-0.333,0.2500,LL,0.0000
2801090,32.40775,-90.37244,0.333,0.0048,LL,0.0000
2801110,34.23032,-90.60401,-0.333,0.2500,LL,0.0000
2801140,33.99280,-89.73244,0.333,0.0048,LL,0.0000
2801170,31.31304,-89.83352,0.333,0.0048,LL,0.0000
2801200,33.54088,-88.42686,1.000,0.5025,HH,0.0000
2801220,31.96414,-90.26816,0.333,0.0048,LL,0.0000
2801260,34.94685,-88.51511,1.000,0.5819,HH,0.0000
2801290,31.63333,-89.54890,0.333,0.0048,LL,0.0000
2801320,34.87492,-89.99121,0.333,0.0048,LL,0.0000
2801410,33.96742,-90.06448,0.333,0.0192,LL,0.0000
2801440,32.18317,-88.69833,0.333,-0.0096,LH,0.0000
2801490,31.13550,-89.26764,0.333,0.0048,LL,0.0000
2801620,33.41889,-91.13182,-0.333,0.3438,LL,0.0000
2801680,33.77003,-89.80274,0.333,0.0048,LL,0.0000
2801710,30.38609,-89.06769,0.333,0.0048,LL,0.0000
2801740,30.39426,-89.45679,0.333,0.0048,LL,0.0000
2801770,30.54907,-89.20710,0.333,0.0048,LL,0.0000
2801800,31.31215,-89.30577,0.333,0.0048,LL,0.0000
2801830,31.86186,-90.49922,0.333,0.0048,LL,0.0000
2801860,32.22805,-90.49773,0.333,0.0048,LL,0.0000
2801890,33.19768,-90.82479,0.333,0.0264,LL,0.0000
2801950,34.77838,-89.47011,0.333,-0.0024,LH,0.0000
2802040,33.13100,-90.52342,0.333,0.0192,LL,0.0000
2802160,30.54592,-88.67341,0.333,0.0048,LL,0.0000
2802190,32.31827,-90.21517,0.333,0.0048,LL,0.0000
2802280,31.61660,-89.16853,0.333,0.0048,LL,0.0000
2802340,33.09047,-89.58862,0.333,0.0048,LL,0.0000
2802400,31.16718,-89.50108,0.333,0.0048,LL,0.0000
2802430,32.41096,-88.65379,0.333,-0.0168,LH,0.0000
2802460,31.69383,-89.14340,0.333,0.0048,LL,0.0000
2802550,34.40232,-88.61311,1.000,0.4232,HH,0.0000
2802610,33.41301,-90.86659,-0.333,0.3438,LL,0.0000
2802640,31.43616,-90.36371,0.333,0.0048,LL,0.0000
2802670,30.36594,-89.16182,0.333,0.0048,LL,0.0000
2802730,33.46135,-88.44139,1.000,0.5025,HH,0.0000
2802790,32.75937,-89.91138,0.333,0.0048,LL,0.0000
2802820,31.22198,-89.81787,0.333,0.0048,LL,0.0000
2802850,34.86791,-89.60697,0.333,0.0048,LL,0.0000
2802880,31.25335,-90.49076,0.333,0.0048,LL,0.0000
2802910,32.34947,-88.74276,0.333,-0.0096,LH,0.0000
2802940,33.89672,-88.36451,1.000,0.5819,HH,0.0000
2803000,30.38838,-88.45905,0.333,-0.0024,LH,0.0000
2803030,31.48622,-91.35180,0.333,0.0048,LL,0.0000
2803060,32.75533,-89.11433,0.333,-0.0024,LH,0.0000
2803090,34.08135,-88.60331,1.000,0.5025,HH,0.0000
2803120,34.53410,-88.93653,1.000,0.3438,HH,0.0000
2803150,32.42191,-89.08876,0.333,-0.0024,LH,0.0000
2803240,31.29054,-90.37134,0.333,0.0048,LL,0.0000
2803300,33.10661,-88.56615,1.000,0.4232,HH,0.0000
2803360,30.39228,-88.75576,0.333,0.0048,LL,0.0000
2803480,30.33227,-88.58117,0.333,0.0048,LL,0.0000
2803510,30.38200,-89.26740,0.333,0.0048,LL,0.0000
2803520,32.27246,-90.09183,0.333,0.0048,LL,0.0000
2803530,31.34177,-89.21018,0.333,0.0048,LL,0.0000
2803540,30.63163,-89.63667,0.333,0.0048,LL,0.0000
2803570,31.12477,-89.00350,0.333,0.0048,LL,0.0000
2803630,30.55185,-89.70105,0.333,0.0048,LL,0.0000
2803660,34.22299,-89.06099,0.333,-0.0385,LH,0.0000
2803690,34.24842,-88.93586,1.000,0.3438,HH,0.0000
2803720,30.81907,-89.56223,0.333,0.0048,LL,0.0000
2803780,31.99695,-88.67926,0.333,-0.0024,LH,0.0000
2803810,34.25283,-90.29017,0.333,0.0264,LL,0.0000
2803830,32.26929,-89.93333,0.333,0.0048,LL,0.0000
2803870,31.35003,-88.92624,0.333,0.0048,LL,0.0000
2803960,32.80884,-90.87408,0.333,0.0192,LL,0.0000
2804320,34.26785,-88.73265,1.000,0.4232,HH,0.0000
2804350,34.53591,-89.12223,0.333,-0.0313,LH,0.0000
2804470,32.35609,-90.85238,0.333,0.0048,LL,0.0000
2804500,34.12010,-89.63456,0.333,-0.0024,LH,0.0000
2804530,31.64250,-88.67821,0.333,-0.0096,LH,0.0000
2804650,33.92007,-90.31763,0.333,0.0264,LL,0.0000
2804680,33.20115,-91.04138,-0.333,0.3438,LL,0.0000
2804710,31.16109,-91.32462,0.333,0.0048,LL,0.0000
2804770,32.86222,-90.40800,0.333,0.0048,LL,0.0000
2804800,32.76567,-90.38793,0.333,0.0048,LL,0.0000
2900001,38.27213,-91.71475,-0.333,0.7189,LL,0.0000
2900002,40.28440,-94.03457,-1.000,3.0053,LL,0.0000
2901000,38.95038,-92.34303,-0.333,0.8126,LL,0.0000
2902910,38.56174,-90.32754,1.000,0.5819,HH,0.0000
2903060,36.74206,-91.39602,-0.333,0.7189,LL,0.0000
2903120,38.09512,-93.95879,-1.000,3.0053,LL,0.0000
2903200,38.49382,-94.34313,-1.000,3.0053,LL,0.0000
2903270,37.27385,-93.57851,-1.000,2.8250,LL,0.0000
2904020,36.93293,-93.70962,-1.000,3.0053,LL,0.0000
2904050,36.91578,-92.68065,-0.333,0.8126,LL,0.0000
2904500,38.55005,-90.30104,1.000,0.5819,HH,0.0000
2904620,38.79373,-94.56062,-1.000,3.0053,LL,0.0000
2905250,36.91129,-89.95760,1.000,0.2645,HH,0.0000
2905310,39.02246,-94.30444,-1.000,3.0053,LL,0.0000
2905370,37.67277,-93.38015,-1.000,2.4644,LL,0.0000
2905430,37.95041,-90.47986,0.333,-0.0313,LH,0.0000
2905580,38.92289,-92.71389,-0.333,0.8126,LL,0.0000
2905660,39.33622,-91.26148,0.333,0.0120,LL,0.0000
2905880,38.62015,-90.34767,1.000,0.5819,HH,0.0000
2906120,37.66149,-93.02043,-0.333,1.0939,LL,0.0000
2906430,37.11521,-92.09163,-0.333,0.8126,LL,0.0000
2906510,38.64389,-92.53552,-0.333,0.8126,LL,0.0000
2906990,38.04240,-92.73175,-0.333,0.8126,LL,0.0000
2907020,39.73674,-94.22581,-1.000,3.0053,LL,0.0000
2907050,36.51918,-90.11193,0.333,-0.0240,LH,0.0000
2907120,37.28742,-89.57429,1.000,0.5819,HH,0.0000
2907350,37.22357,-94.55350,-1.000,3.0053,LL,0.0000
2907460,37.16321,-94.30867,-1.000,3.0053,LL,0.0000
2907470,36.18851,-89.66768,1.000,0.3438,HH,0.0000
2908170,36.63892,-93.75420,-1.000,3.0053,LL,0.0000
2908250,38.95413,-94.57716,-1.000,3.0053,LL,0.0000
2908370,38.84682,-90.70842,1.000,0.5025,HH,0.0000
2908400,39.22107,-92.10029,-0.333,0.8126,LL,0.0000
2908670,36.90416,-89.27477,1.000,0.5819,HH,0.0000
2908760,39.80185,-93.54288,-1.000,2.8250,LL,0.0000
2909720,38.64276,-90.32971,1.000,0.5819,HH,0.0000
2909750,37.16300,-90.62662,0.333,-0.0168,LH,0.0000
2909860,38.39266,-93.78402,-1.000,3.0053,LL,0.0000
2909900,38.43955,-93.18880,-0.333,1.1877,LL,0.0000
2910320,38.50776,-94.07488,-1.000,3.0053,LL,0.0000
2910350,37.95763,-92.26712,-0.333,0.8126,LL,0.0000
2910410,38.09459,-91.42699,-0.333,0.4376,LL,0.0000
2910500,38.10377,-90.52079,1.000,0.2645,HH,0.0000
2910520,38.17774,-93.71009,-1.000,2.8250,LL,0.0000
2910770,36.78590,-90.02202,0.333,-0.0240,LH,0.0000
2910800,37.02096,-94.35228,-1.000,3.0053,LL,0.0000
2910830,37.98258,-92.10347,-0.333,0.8126,LL,0.0000
2910920,36.66775,-90.77682,-0.333,0.1563,LL,0.0000
2911220,36.73015,-89.30074,1.000,0.5819,HH,0.0000
2911250,39.63263,-94.61689,-1.000,3.0053,LL,0.0000
2911340,38.35357,-92.61095,-0.333,0.8126,LL,0.0000
2911650,39.32783,-94.21895,-1.000,3.0053,LL,0.0000
2911700,37.38992,-93.15358,-0.333,1.1877,LL,0.0000
2911850,36.70532,-92.01863,-0.333,0.8126,LL,0.0000
2911910,37.73827,-90.30379,1.000,0.2645,HH,0.0000
2911990,39.16005,-92.63813,-0.333,0.8126,LL,0.0000
2912010,38.76396,-90.31915,1.000,0.5819,HH,0.0000
2912030,38.20020,-90.45934,1.000,0.4232,HH,0.0000
2912180,37.13945,-92.92950,-0.333,0.9064,LL,0.0000
2912290,39.15025,-94.24070,-1.000,3.0053,LL,0.0000
2912300,38.40347,-90.44008,1.000,0.5819,HH,0.0000
2912630,36.82367,-93.47577,-1.000,2.8250,LL,0.0000
2913080,39.01427,-94.19121,-1.000,3.0053,LL,0.0000
2913140,38.87413,-94.52395,-1.000,3.0053,LL,0.0000
2913560,39.10242,-92.21842,-0.333,0.8126,LL,0.0000
2913590,39.76019,-94.01081,-1.000,3.0053,LL,0.0000
2913620,38.53235,-90.27506,1.000,0.5819,HH,0.0000
2913650,39.67397,-91.36522,0.333,0.0048,LL,0.0000
2913710,39.13445,-92.43328,-0.333,0.8126,LL,0.0000
2913760,38.63486,-94.34815,-1.000,3.0053,LL,0.0000
2913800,36.24562,-89.75971,1.000,0.2645,HH,0.0000
2913830,38.82872,-90.29897,1.000,0.5819,HH,0.0000
2914280,38.66185,-91.50818,-0.333,0.4376,LL,0.0000
2914340,38.93398,-94.50681,-1.000,3.0053,LL,0.0000
2914400,39.07427,-93.70065,-1.000,2.8250,LL,0.0000
2914430,38.25462,-90.55560,1.000,0.4232,HH,0.0000
2914490,38.72302,-94.00877,-1.000,3.0053,LL,0.0000
2914550,36.55526,-93.23286,-0.333,1.2815,LL,0.0000
2914840,37.31161,-92.01685,-0.333,0.8126,LL,0.0000
2915480,39.08328,-94.40267,-1.000,3.0053,LL,0.0000
2915600,37.42015,-89.69942,1.000,0.5819,HH,0.0000
2916190,38.59436,-92.18020,-0.333,0.8126,LL,0.0000
2916230,38.13757,-90.34986,1.000,0.3438,HH,0.0000
2916290,38.72239,-90.26322,1.000,0.5819,HH,0.0000
2916350,37.06317,-94.50429,-1.000,3.0053,LL,0.0000
2916380,40.40727,-91.72947,-0.333,-0.0313,LH,0.0000
2916400,39.06502,-94.54220,-1.000,3.0053,LL,0.0000
2916500,36.27000,-89.94853,0.333,-0.0240,LH,0.0000
2916660,38.76439,-94.07552,-1.000,3.0053,LL,0.0000
2916740,40.18240,-92.61706,-0.333,0.8126,LL,0.0000
2916770,38.58618,-90.42658,1.000,0.5819,HH,0.0000
2916830,38.79271,-93.57535,-1.000,2.6447,LL,0.0000
2917820,38.64736,-90.38768,1.000,0.5819,HH,0.0000
2917850,37.53242,-94.25142,-1.000,3.0053,LL,0.0000
2917880,37.75572,-92.30704,-0.333,0.8126,LL,0.0000
2917970,39.56271,-94.28744,-1.000,3.0053,LL,0.0000
2918220,39.44360,-94.17061,-1.000,3.0053,LL,0.0000
2918240,37.84403,-90.65257,0.333,-0.0240,LH,0.0000
2918270,37.68239,-92.63244,-0.333,0.8126,LL,0.0000
2918300,38.90621,-94.33042,-1.000,3.0053,LL,0.0000
2918460,40.06787,-91.75381,-0.333,0.4376,LL,0.0000
2918690,38.53020,-90.39592,1.000,0.5819,HH,0.0000
2919170,37.12927,-93.07892,-0.333,1.0002,LL,0.0000
2919230,38.87114,-94.16441,-1.000,3.0053,LL,0.0000
2919260,39.47514,-91.13403,0.333,-0.0096,LH,0.0000
2919350,37.28991,-90.02935,1.000,0.4232,HH,0.0000
2919410,39.71781,-92.41962,-0.333,0.8126,LL,0.0000
2919890,36.57654,-90.02045,0.333,-0.0240,LH,0.0000
2919980,37.12762,-92.58611,-0.333,0.8126,LL,0.0000
2920010,38.61905,-90.32368,1.000,0.5819,HH,0.0000
2920160,37.47953,-93.44880,-1.000,2.6447,LL,0.0000
2920310,37.01713,-93.64178,-1.000,3.0053,LL,0.0000
2920410,39.05100,-93.16840,-0.333,1.1877,LL,0.0000
2920430,37.34073,-92.92226,-0.333,1.0002,LL,0.0000
2920490,40.34267,-94.87887,-1.000,3.0053,LL,0.0000
2920610,36.61914,-94.35834,-1.000,3.0053,LL,0.0000
2920670,38.47577,-90.33857,1.000,0.5819,HH,0.0000
2920700,40.44769,-92.14282,-0.333,0.7189,LL,0.0000
2920810,39.21133,-91.87727,-0.333,0.7189,LL,0.0000
2920940,40.21712,-93.14372,-0.333,1.0939,LL,0.0000
2921100,39.42460,-92.39668,-0.333,0.8126,LL,0.0000
2921120,36.93034,-93.89525,-1.000,3.0053,LL,0.0000
2921330,38.94427,-91.45249,0.333,0.0409,LL,0.0000
2921510,37.14209,-92.29859,-0.333,0.8126,LL,0.0000
2921540,36.98026,-91.60593,-0.333,0.8126,LL,0.0000
2921810,36.83424,-94.40951,-1.000,3.0053,LL,0.0000
2921840,37.87954,-94.43062,-1.000,3.0053,LL,0.0000
2922140,37.89851,-91.95257,-0.333,0.8126,LL,0.0000
2922530,37.03076,-93.32018,-1.000,2.4644,LL,0.0000
2922650,38.69431,-90.30500,1.000,0.5819,HH,0.0000
2922740,38.96016,-91.88697,-0.333,0.7189,LL,0.0000
2922800,39.21030,-94.52473,-1.000,3.0053,LL,0.0000
2922890,38.38936,-90.61760,1.000,0.5025,HH,0.0000
2923010,38.98804,-94.12465,-1.000,3.0053,LL,0.0000
2923100,38.98620,-93.93207,-1.000,3.0053,LL,0.0000
2923160,38.88445,-90.37973,1.000,0.5819,HH,0.0000
2923340,38.37243,-91.44962,-0.333,0.4376,LL,0.0000
2923430,36.98807,-93.19093,-0.333,1.1877,LL,0.0000
2923460,38.43649,-90.79536,0.333,-0.0313,LH,0.0000
2923490,39.81563,-91.54039,0.333,0.0048,LL,0.0000
2923580,38.64500,-90.49140,1.000,0.5819,HH,0.0000
2923640,37.51084,-90.00445,1.000,0.5025,HH,0.0000
2923700,38.73702,-90.43791,1.000,0.5819,HH,0.0000
2923730,38.74467,-94.45569,-1.000,3.0053,LL,0.0000
2924530,37.71995,-89.85729,1.000,0.5025,HH,0.0000
2925110,36.97265,-94.02883,-1.000,3.0053,LL,0.0000
2925210,37.53070,-92.23062,-0.333,0.8126,LL,0.0000
2925330,38.77480,-94.28639,-1.000,3.0053,LL,0.0000
2925350,37.46159,-93.27831,-1.000,2.4644,LL,0.0000
2925450,36.79523,-90.44652,0.333,-0.0096,LH,0.0000
2925500,37.97088,-90.88033,0.333,-0.0096,LH,0.0000
2925620,36.82088,-93.88654,-1.000,3.0053,LL,0.0000
2925640,40.48132,-93.01456,-0.333,0.8126,LL,0.0000
2926070,39.00369,-94.46104,-1.000,3.0053,LL,0.0000
2926160,36.69825,-93.43405,-1.000,2.6447,LL,0.0000
2926220,37.14387,-93.48469,-1.000,2.6447,LL,0.0000
2926310,38.10271,-94.33055,-1.000,3.0053,LL,0.0000
2926430,37.88945,-92.42418,-0.333,0.8126,LL,0.0000
2926480,39.31549,-93.96985,-1.000,3.0053,LL,0.0000
2926640,38.70934,-90.36837,1.000,0.5819,HH,0.0000
2926670,38.74928,-90.23799,1.000,0.5819,HH,0.0000
2926850,38.56027,-90.62665,1.000,0.5025,HH,0.0000
2926890,37.92006,-91.75627,-0.333,0.8126,LL,0.0000
2927060,39.74981,-94.79819,-1.000,3.0053,LL,0.0000
2927090,37.63963,-91.37425,-0.333,0.5313,LL,0.0000
2927540,37.07691,-94.12374,-1.000,3.0053,LL,0.0000
2927630,38.16898,-92.57595,-0.333,0.8126,LL,0.0000
2927830,38.68680,-93.23426,-0.333,1.0939,LL,0.0000
2927900,36.87516,-94.57859,-1.000,3.0053,LL,0.0000
2928260,36.88109,-89.62096,1.000,0.4232,HH,0.0000
2928560,38.75045,-92.27171,-0.333,0.8126,LL,0.0000
2928740,37.00419,-93.04330,-0.333,1.0002,LL,0.0000
2928860,37.20887,-93.27140,-1.000,2.2840,LL,0.0000
2928920,38.79362,-90.52474,1.000,0.5819,HH,0.0000
2928950,38.70061,-90.75183,1.000,0.3438,HH,0.0000
2929100,38.31660,-90.96638,0.333,-0.0096,LH,0.0000
2929170,37.84651,-90.48465,0.333,-0.0240,LH,0.0000
2929250,38.00844,-91.61616,-0.333,0.7189,LL,0.0000
2929280,38.63570,-90.24458,1.000,0.5819,HH,0.0000
2929610,38.39367,-92.98090,-0.333,0.9064,LL,0.0000
2929640,37.26787,-93.11582,-0.333,1.0939,LL,0.0000
2929700,39.24877,-92.30871,-0.333,0.8126,LL,0.0000
2929760,38.20747,-91.09916,0.333,0.0192,LL,0.0000
2930270,36.55741,-91.48640,-0.333,0.7189,LL,0.0000
2930360,40.12578,-93.67239,-1.000,2.6447,LL,0.0000
2930420,36.85543,-94.20119,-1.000,3.0053,LL,0.0000
2930570,38.42323,-91.11261,0.333,0.0048,LL,0.0000
2930660,38.66657,-90.33210,1.000,0.5819,HH,0.0000
2930840,38.40390,-92.81432,-0.333,0.9064,LL,0.0000
2931020,38.76596,-93.71401,-1.000,3.0053,LL,0.0000
2931070,38.19457,-93.32130,-1.000,2.1037,LL,0.0000
2931110,38.56797,-90.98085,0.333,-0.0240,LH,0.0000
2931140,38.02793,-90.71935,0.333,-0.0240,LH,0.0000
2931440,37.76555,-92.15537,-0.333,0.8126,LL,0.0000
2931500,37.17410,-94.44261,-1.000,3.0053,LL,0.0000
2931530,38.59143,-90.35651,1.000,0.5819,HH,0.0000
2931650,38.80008,-90.86728,0.333,-0.0385,LH,0.0000
2931680,36.60741,-91.99444,-0.333,0.8126,LL,0.0000
2931800,38.62226,-94.52741,-1.000,3.0053,LL,0.0000
2932010,37.30071,-93.39107,-1.000,2.6447,LL,0.0000
2932070,36.95467,-91.97414,-0.333,0.8126,LL,0.0000
3100002,41.27160,-97.15298,-1.000,3.0053,LL,0.0000
3100004,42.47820,-97.10897,-1.000,3.0053,LL,0.0000
3100006,41.87962,-96.76575,-1.000,3.0053,LL,0.0000
3100008,41.98842,-96.98436,-1.000,3.0053,LL,0.0000
3100011,41.33866,-99.59140,-1.000,3.0053,LL,0.0000
3100016,40.92313,-98.35432,-1.000,3.0053,LL,0.0000
3100021,40.89261,-96.51137,-1.000,3.0053,LL,0.0000
3100022,41.13202,-100.75159,-1.000,3.0053,LL,0.0000
3100034,41.05175,-96.38686,-1.000,3.0053,LL,0.0000
3100041,41.94161,-97.21170,-1.000,3.0053,LL,0.0000
3100071,41.78415,-96.22826,-1.000,3.0053,LL,0.0000
3100080,40.11209,-99.34554,-1.000,3.0053,LL,0.0000
3100085,41.24691,-98.47690,-1.000,3.0053,LL,0.0000
3100088,40.58946,-96.63714,-1.000,3.0053,LL,0.0000
3100091,41.38375,-98.03119,-1.000,3.0053,LL,0.0000
3100095,40.64688,-96.88591,-1.000,3.0053,LL,0.0000
3100098,41.76899,-103.68026,-1.000,2.6447,LL,0.0000
3100105,41.73220,-102.99059,-1.000,3.0053,LL,0.0000
3100112,41.53215,-97.41623,-1.000,3.0053,LL,0.0000
3100114,41.62890,-96.49634,-1.000,3.0053,LL,0.0000
3100115,41.47957,-96.76081,-1.000,3.0053,LL,0.0000
3100116,40.39127,-96.54684,-1.000,3.0053,LL,0.0000
3100118,40.54935,-97.60054,-1.000,3.0053,LL,0.0000
3100121,40.73095,-98.34809,-1.000,3.0053,LL,0.0000
3100130,41.06848,-97.60791,-1.000,3.0053,LL,0.0000
3100163,40.50901,-101.75406,-1.000,3.0053,LL,0.0000
3100165,41.30245,-96.33569,-1.000,3.0053,LL,0.0000
3100170,42.65423,-102.24179,-1.000,3.0053,LL,0.0000
3100172,42.51750,-99.00170,-1.000,3.0053,LL,0.0000
3102770,40.54219,-98.43831,-1.000,3.0053,LL,0.0000
3102790,42.35956,-99.92392,-1.000,3.0053,LL,0.0000
3102910,42.07803,-102.82791,-1.000,3.0053,LL,0.0000
3103130,41.48725,-96.31928,-1.000,3.0053,LL,0.0000
3103330,40.41452,-95.76760,-1.000,3.0053,LL,0.0000
3103360,40.88383,-98.05839,-1.000,3.0053,LL,0.0000
3103420,40.51783,-99.15171,-1.000,3.0053,LL,0.0000
3103600,40.30489,-96.74217,-1.000,3.0053,LL,0.0000
3103810,41.11788,-95.90654,-1.000,3.0053,LL,0.0000
3103990,41.37407,-96.17305,-1.000,3.0053,LL,0.0000
3104100,41.53338,-96.16368,-1.000,3.0053,LL,0.0000
3104640,41.92095,-99.06776,-1.000,3.0053,LL,0.0000
3104920,41.14018,-98.06891,-1.000,3.0053,LL,0.0000
3104950,41.03842,-96.75044,-1.000,3.0053,LL,0.0000
3104980,42.81869,-103.04258,-1.000,3.0053,LL,0.0000
3105340,41.40020,-97.45356,-1.000,3.0053,LL,0.0000
3105460,40.89496,-99.97053,-1.000,3.0053,LL,0.0000
3105970,40.33128,-96.98229,-1.000,3.0053,LL,0.0000
3170110,41.28582,-96.23369,-1.000,3.0053,LL,0.0000
3170440,40.13498,-97.21138,-1.000,3.0053,LL,0.0000
3170530,40.11557,-95.59703,-1.000,3.0053,LL,0.0000
3170650,41.43188,-95.99725,-1.000,3.0053,LL,0.0000
3170710,41.41531,-96.48020,-1.000,3.0053,LL,0.0000
3170980,40.74853,-98.86270,-1.000,3.0053,LL,0.0000
3171100,40.99582,-100.17655,-1.000,3.0053,LL,0.0000
3171220,41.12089,-96.26385,-1.000,3.0053,LL,0.0000
3171520,42.66672,-97.14053,-1.000,3.0053,LL,0.0000
3171580,40.58393,-98.37135,-1.000,3.0053,LL,0.0000
3171820,41.19254,-100.97208,-1.000,3.0053,LL,0.0000
3171940,40.46459,-99.36841,-1.000,3.0053,LL,0.0000
3172390,40.72008,-99.10529,-1.000,3.0053,LL,0.0000
3172810,40.80978,-99.73858,-1.000,3.0053,LL,0.0000
3172840,40.79646,-96.70489,-1.000,3.0053,LL,0.0000
3173050,40.99536,-96.13096,-1.000,3.0053,LL,0.0000
3173290,40.89740,-96.84141,-1.000,3.0053,LL,0.0000
3173470,40.22321,-100.65983,-1.000,3.0053,LL,0.0000
3173710,40.76687,-97.03233,-1.000,3.0053,LL,0.0000
3173740,41.21437,-96.15426,-1.000,3.0053,LL,0.0000
3173830,40.45536,-98.88773,-1.000,3.0053,LL,0.0000
3173890,41.99373,-103.78436,-1.000,2.6447,LL,0.0000
3174160,40.65760,-95.89271,-1.000,3.0053,LL,0.0000
3174200,40.87976,-95.94198,-1.000,3.0053,LL,0.0000
3174430,42.05677,-97.37585,-1.000,3.0053,LL,0.0000
3174580,40.98717,-98.35556,-1.000,3.0053,LL,0.0000
3174640,41.82178,-96.43450,-1.000,3.0053,LL,0.0000
3174820,41.29001,-96.01314,-1.000,3.0053,LL,0.0000
3174850,42.53417,-98.57506,-1.000,3.0053,LL,0.0000
3174940,41.60325,-98.97278,-1.000,3.0053,LL,0.0000
3175210,40.67753,-96.43495,-1.000,3.0053,LL,0.0000
3175270,41.15523,-96.04677,-1.000,3.0053,LL,0.0000
3175390,42.12448,-96.73550,-1.000,3.0053,LL,0.0000
3175510,42.19672,-97.53039,-1.000,3.0053,LL,0.0000
3175630,41.07745,-96.10165,-1.000,3.0053,LL,0.0000
3175660,41.00856,-95.93610,-1.000,3.0053,LL,0.0000
3175770,42.53561,-96.71193,-1.000,3.0053,LL,0.0000
3175900,41.20711,-96.04022,-1.000,3.0053,LL,0.0000
3176450,41.50441,-97.06983,-1.000,3.0053,LL,0.0000
3176470,41.91040,-103.54407,-1.000,2.8250,LL,0.0000
3176560,40.94515,-97.09204,-1.000,3.0053,LL,0.0000
3176710,41.09311,-103.03676,-1.000,2.8250,LL,0.0000
3176860,42.45691,-96.45215,-1.000,3.0053,LL,0.0000
3177550,40.67842,-96.17448,-1.000,3.0053,LL,0.0000
3178020,42.54974,-100.93763,-1.000,3.0053,LL,0.0000
3178210,41.20379,-96.65334,-1.000,3.0053,LL,0.0000
3178240,42.25579,-96.87329,-1.000,3.0053,LL,0.0000
3178520,42.23177,-97.06328,-1.000,3.0053,LL,0.0000
3178660,41.24418,-96.05198,-1.000,3.0053,LL,0.0000
3178940,40.84628,-98.57456,-1.000,3.0053,LL,0.0000
3179050,40.85955,-97.59861,-1.000,3.0053,LL,0.0000
3179080,41.23173,-96.40884,-1.000,3.0053,LL,0.0000
3200030,39.53771,-118.26417,0.333,0.0048,LL,0.0000
3200060,36.21413,-115.01440,0.333,0.0048,LL,0.0000
3200090,38.90513,-119.60902,0.333,0.0048,LL,0.0000
3200120,41.14113,-115.35142,0.333,0.0048,LL,0.0000
3200210,41.40791,-118.12759,0.333,0.0048,LL,0.0000
3200270,37.63461,-114.86304,0.333,0.0048,LL,0.0000
3200330,38.51665,-118.41628,0.333,0.0048,LL,0.0000
3200390,39.15306,-119.74737,0.333,0.0048,LL,0.0000
3200420,40.43964,-118.40948,0.333,0.0048,LL,0.0000
3200480,40.73132,-119.66327,0.333,0.0048,LL,0.0000
3200510,39.41818,-114.90056,0.333,0.0048,LL,0.0000
3301380,43.14334,-71.38611,1.000,0.5819,HH,0.0000
3301440,43.48832,-71.24062,1.000,0.5819,HH,0.0000
3301590,42.99706,-71.36581,1.000,0.5819,HH,0.0000
3301740,42.93558,-71.53687,1.000,0.5819,HH,0.0000
3301950,43.13318,-71.53724,1.000,0.5819,HH,0.0000
3302100,43.83086,-71.64609,1.000,0.5819,HH,0.0000
3302130,43.05690,-71.34063,1.000,0.5819,HH,0.0000
3302460,43.22681,-71.55869,1.000,0.5819,HH,0.0000
3302480,42.94717,-71.93193,1.000,0.5819,HH,0.0000
3302490,44.00579,-71.06517,1.000,0.5819,HH,0.0000
3302610,42.88761,-71.28205,1.000,0.5819,HH,0.0000
3302640,43.18636,-70.88362,1.000,0.5819,HH,0.0000
3302670,43.72102,-72.18521,1.000,0.5819,HH,0.0000
3302880,43.05103,-71.08825,1.000,0.5819,HH,0.0000
3302990,43.16461,-72.35704,1.000,0.5819,HH,0.0000
3303180,43.51950,-71.37584,1.000,0.5819,HH,0.0000
3303240,43.01920,-71.55545,1.000,0.5819,HH,0.0000
3303330,43.65119,-71.15047,1.000,0.5819,HH,0.0000
